count,source_column,raw_value,normalized_value,destination,category,confidence,note
1,Isolation Source,stool sample from Salmonellosis patient,stool sample from salmonellosis patient,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,Animal - Chicken-Feces,animal chicken feces,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,stool sample from patient with gastroenteritis,stool sample from patient with gastroenteritis,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,Diseased Chicken,diseased chicken,Host_Health_State_SD,diseased,medium,health state
1,Isolation Source,"Soil/Dust, Environment, Turkey Dust",soil dust environment turkey dust,Environment_Medium_SD,soil,high,environmental medium
1,Isolation Source,"Soil/Dust, Environment, Poultry Dust",soil dust environment poultry dust,Environment_Medium_SD,soil,high,environmental medium
1,Isolation Source,Stool sample from patient,stool sample from patient,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,feces from Chicken intestine,feces from chicken intestine,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,wild chicken feces,wild chicken feces,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,dried poultry blood,dried poultry blood,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,"Human, faeces",human faeces,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,"""feces, feral swine""",feces feral swine,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,Urine of the patient,urine of the patient,Sample_Type_SD,urine,high,clinical material
1,Isolation Source,feces of a female patient,feces of a female patient,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,vasculated blood of an human,vasculated blood of an human,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,healthy cattle milk,healthy cattle milk,Host_Health_State_SD,healthy/no disease reported,medium,health state
1,Isolation Source,ehxA deletion mutant derived from parent strain EDL933 originally isolated from human feces,ehxa deletion mutant derived from parent strain edl933 originally isolated from human feces,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,feces steer,feces steer,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,chicken disposal area soil,chicken disposal area soil,Environment_Medium_SD,soil,high,environmental medium
1,Isolation Source,feces from pig,feces from pig,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,Feces of patient with hemolytic uremic syndrome,feces of patient with hemolytic uremic syndrome,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,poultry fecal material,poultry fecal material,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,feces of a female patient with diarrhea,feces of a female patient with diarrhea,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,feces of a male patient with diarrhea,feces of a male patient with diarrhea,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,milk from healthy cattle,milk from healthy cattle,Host_Health_State_SD,healthy/no disease reported,medium,health state
1,Isolation Source,stool sample from male patient with EHEC associated symptoms (bloody diarrhea),stool sample from male patient with ehec associated symptoms,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,stool sample from female patient with EHEC symptoms (bloody diarrhea),stool sample from female patient with ehec symptoms,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,fecal sample of a patient suffering from bloody diarrhea and abdominal pain,fecal sample of a patient suffering from bloody diarrhea and abdominal pain,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,stool sample from a 45-year old female patient suffering from diarrhea after traveling in Tunisia,stool sample from a 45 year old female patient suffering from diarrhea after traveling in tunisia,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,stool sample from a female patient suffering from HUS,stool sample from a female patient suffering from hus,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,feces from chicken,feces from chicken,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,stool sample from pediatric patient,stool sample from pediatric patient,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,stool of HUS-patient,stool of hus patient,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,feces turkey (Meleagris gallopavo),feces turkey,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,Urine sample from patient with Prostitis,urine sample from patient with prostitis,Sample_Type_SD,urine,high,clinical material
1,Isolation Source,Urine sample from patient with Pyrexia of unknown origin,urine sample from patient with pyrexia of unknown origin,Sample_Type_SD,urine,high,clinical material
1,Isolation Source,"Feces, human",feces human,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,blood draw same patient as MB9267,blood draw same patient as mb9267,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,Sick cow 3,sick cow 3,Host_Health_State_SD,diseased,medium,health state
1,Isolation Source,Sick cow 1,sick cow 1,Host_Health_State_SD,diseased,medium,health state
1,Isolation Source,feces young chicken (Gallus gallus domesticus),feces young chicken,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,heifer feces (Bos taurus),heifer feces,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,feces young turkey (Meleagris gallopavo),feces young turkey,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,chicken feces houseback,chicken feces houseback,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,cow fecal manure,cow fecal manure,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,chicken house soil,chicken house soil,Environment_Medium_SD,soil,high,environmental medium
1,Isolation Source,Blood from a 79-year-old female patient,blood from a 79 year old female patient,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,Healthy pig in slaughterhouse,healthy pig in slaughterhouse,Host_Health_State_SD,healthy/no disease reported,medium,health state
1,Isolation Source,lung from Healthy pig in slaughterhouse,lung from healthy pig in slaughterhouse,Host_Health_State_SD,healthy/no disease reported,medium,health state
1,Isolation Source,Healthy pig slaughterhouse,healthy pig slaughterhouse,Host_Health_State_SD,healthy/no disease reported,medium,health state
1,Isolation Source,blood sample of a 1-year-old pediatric pneumonia patient,blood sample of a 1 year old pediatric pneumonia patient,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,"Human sputum, pneumonia",human sputum pneumonia,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,Blood of patient with acute articular rheumatism,blood of patient with acute articular rheumatism,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,Saliva from clinically healthy pig,saliva from clinically healthy pig,Host_Health_State_SD,healthy/no disease reported,medium,health state
1,Isolation Source,Blood culture of endocarditis patient,blood culture of endocarditis patient,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,"Human urine, cystitis",human urine cystitis,Sample_Type_SD,urine,high,clinical material
1,Isolation Source,Human blood; Patient with subacute bacterial endocarditis,human blood patient with subacute bacterial endocarditis,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,enrichment of guinea pig fecal samples,enrichment of guinea pig fecal samples,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,blood from a patient with infective endocarditis,blood from a patient with infective endocarditis,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,blood culture of a patient with infective endocarditis,blood culture of a patient with infective endocarditis,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,sputum from a patient with pneumoniae,sputum from a patient with pneumoniae,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,blood of a 58-year-old endometrial cancer patient who had type 2 diabetes mellitus and relapsed after radiotherapy with multiple metastases to the lungs and abdominal cavity,blood of a 58 year old endometrial cancer patient who had type 2 diabetes mellitus and relapsed after radiotherapy with multiple metastases to the lungs and abdominal cavity,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,Female patient blood,female patient blood,Sample_Type_SD,blood,high,clinical material
1,Environment (Broad Scale),faecal samples,faecal samples,Sample_Type_SD,feces/stool,high,fecal material
1,Environment (Broad Scale),Internal organ of diseased cage-cultured Atlantic salmon (salmo salar) in Chile,internal organ of diseased cage cultured atlantic salmon in chile,Host_Health_State_SD,diseased,medium,health state
1,Isolation Source,Pig faecal sample,pig faecal sample,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,Turkey (domestic) faeces,turkey faeces,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,Chicken Stool,chicken stool,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,Turkey feces,turkey feces,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,healthy chicken,healthy chicken,Host_Health_State_SD,healthy/no disease reported,medium,health state
1,Isolation Source,"Wild pig, fecal",wild pig fecal,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,stool specimen of one diarrheal patient,stool specimen of one diarrheal patient,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,stool from diarrheal patient,stool from diarrheal patient,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,"blood culture from a patient in Cape Town, South Africa",blood culture from a patient in cape town south africa,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,Swine stool,swine stool,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,Chicken feces (Gallus gallus),chicken feces,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,blood from cirrhosis patient,blood from cirrhosis patient,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,"blood from diabetes, hypertension patient",blood from diabetes hypertension patient,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,sputum from lung cancer patient,sputum from lung cancer patient,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,human feces patient 2 outbreak technical replicate 2,human feces patient 2 outbreak technical replicate 2,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,human feces patient 2 outbreak technical replicate 4,human feces patient 2 outbreak technical replicate 4,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,human feces patient 2 outbreak technical replicate 3,human feces patient 2 outbreak technical replicate 3,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,human feces patient 2 outbreak technical replicate 1,human feces patient 2 outbreak technical replicate 1,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,"Human faeces of child with acute, non-specific diarrhea",human faeces of child with acute non specific diarrhea,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,sputum from patient with pneumonia,sputum from patient with pneumonia,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,blood from a patient with cardiovascular disease,blood from a patient with cardiovascular disease,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,blood from a patient with community-acquired native valve endocarditis,blood from a patient with community acquired native valve endocarditis,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,endotracheal tube biofilm of a mechanically ventilated patient,endotracheal tube biofilm of a mechanically ventilated patient,Environment_Medium_SD,biofilm,high,environmental medium
1,Host Disease,Associated with TSST-1-mediated disease (scarlet fever),associated with tsst 1 mediated disease,Host_Health_State_SD,diseased,medium,health state
1,Isolation Source,Clean urine from a patient,clean urine from a patient,Sample_Type_SD,urine,high,clinical material
1,Isolation Source,"Chicken, feces",chicken feces,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,Patient's urine,patient s urine,Sample_Type_SD,urine,high,clinical material
1,Isolation Source,blood from patient with community-acquired emphysematous osteomyelitis,blood from patient with community acquired emphysematous osteomyelitis,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,cancer patient stool,cancer patient stool,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,Urine from hospitalized patient,urine from hospitalized patient,Sample_Type_SD,urine,high,clinical material
1,Isolation Source,hospital patients,hospital patients,Isolation_Source_SD,healthcare facility,high,healthcare-associated location
1,Isolation Source,separated from patient's sputum,separated from patient s sputum,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,venous blood of patient with cerebral hemorrhage,venous blood of patient with cerebral hemorrhage,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,a blood sample of swine origin,a blood sample of swine origin,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,Sputum from patient from comprehensive intensive care,sputum from patient from comprehensive intensive care,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,"soil, pig",soil pig,Environment_Medium_SD,soil,high,environmental medium
1,Isolation Source,sputum of human,sputum of human,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,feces dry cow,feces dry cow,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,feces milking cow,feces milking cow,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,transfused_patient's_blood_cultures,transfused patient s blood cultures,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,soil from pre-fresh heifer pasture,soil from pre fresh heifer pasture,Environment_Medium_SD,soil,high,environmental medium
1,Isolation Source,blood from human listeriosis case,blood from human listeriosis case,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,human blood sporadic,human blood sporadic,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,"human sputum, chronic bronchitis",human sputum chronic bronchitis,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,blood from deceased American male teenager patient,blood from deceased american male teenager patient,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,Enriched cattle feces,enriched cattle feces,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,sputum cytobacteriological examinations of a same CF patient,sputum cytobacteriological examinations of a same cf patient,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,the sputum of a pneumonia patient,the sputum of a pneumonia patient,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,sputum from COPD patient,sputum from copd patient,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,Sputum; Early isolate from VAP patient 1,sputum early isolate from vap patient 1,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,Sputum; Early isolate from VAP patient 2,sputum early isolate from vap patient 2,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,Sputum; Late isolate from VAP patient 1,sputum late isolate from vap patient 1,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,Sputum; Early isolate from VAP patient 4,sputum early isolate from vap patient 4,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,Sputum; Late isolate from VAP patient 3,sputum late isolate from vap patient 3,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,Sputum; Late isolate from VAP patient 4,sputum late isolate from vap patient 4,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,Sputum; Early isolate from VAP patient 3,sputum early isolate from vap patient 3,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,Sputum; Late isolate from VAP patient 2,sputum late isolate from vap patient 2,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,Duodenal mucosa of Celiac disease patient with Type 1 diabetes,duodenal mucosa of celiac disease patient with type 1 diabetes,Host_Health_State_SD,diseased,medium,health state
1,Isolation Source,Blood culture of burn human patient,blood culture of burn human patient,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,tissue of patient with lung disease,tissue of patient with lung disease,Host_Health_State_SD,diseased,medium,health state
1,Isolation Source,Blood from septicemic patient,blood from septicemic patient,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,blood from a hospitalized oncology patient,blood from a hospitalized oncology patient,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,sputum sample from patient with non-CF bronchiectasis,sputum sample from patient with non cf bronchiectasis,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,urine of adult cystic fibrosis patient,urine of adult cystic fibrosis patient,Sample_Type_SD,urine,high,clinical material
1,Isolation Source,pneumonia patient sputum,pneumonia patient sputum,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,soil near cow with mastitis,soil near cow with mastitis,Environment_Medium_SD,soil,high,environmental medium
1,Isolation Source,Urine sample of infected patient showing resistance to majority of antibiotics,urine sample of infected patient showing resistance to majority of antibiotics,Sample_Type_SD,urine,high,clinical material
1,Isolation Source,blood from CAP patient,blood from cap patient,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,Cow Faeces: Organized dairy production system,cow faeces organized dairy production system,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,blood sample from hospitalized patient 3,blood sample from hospitalized patient 3,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,blood from hospitalized patient,blood from hospitalized patient,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,fecal of pig,fecal of pig,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,the feces of a colorectal cancer patient,the feces of a colorectal cancer patient,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,Human stool sample,human stool sample,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,Feces of patient with dysentery,feces of patient with dysentery,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,Sheep - fecal,sheep fecal,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,healthy human volunteer,healthy human volunteer,Host_Health_State_SD,healthy/no disease reported,medium,health state
1,Isolation Source,feces of a hospitalized patient,feces of a hospitalized patient,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,dairy cattle fecal,dairy cattle fecal,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,blood of a hospitalized patient,blood of a hospitalized patient,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,patient's blood,patient s blood,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,Homo sapiens: blood sample,homo sapiens blood sample,Sample_Type_SD,blood,high,clinical material
1,Isolation Source,stool sample from patient with cholera,stool sample from patient with cholera,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,stool sample from a patient with cholera,stool sample from a patient with cholera,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,cholera patient stool sample,cholera patient stool sample,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,stool sample from patient (carrier),stool sample from patient,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,stool of the patient,stool of the patient,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,stool of patient with cholera,stool of patient with cholera,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,Stool sample from a patient with diarrhea,stool sample from a patient with diarrhea,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,Stool from patient with antibiotic-associated diarrhea,stool from patient with antibiotic associated diarrhea,Sample_Type_SD,feces/stool,high,fecal material
1,Sample Type,MIGS/MIMS/MIMARKS.air,migs mims mimarks.air,Environment_Medium_SD,air,high,environmental medium
1,Host Disease,HIV; end-stage renal disease due to HIV nephropathy developed peritoneal-dialysis associated peritonitis with Candida parapsilosis.,hiv end stage renal disease due to hiv nephropathy developed peritoneal dialysis associated peritonitis with candida parapsilosis.,Host_Health_State_SD,diseased,medium,health state
1,Isolation Source,Poultry slaughterhouse wastewater,poultry slaughterhouse wastewater,Environment_Medium_SD,wastewater,high,environmental medium
1,Isolation Source,Cattle fecal,cattle fecal,Sample_Type_SD,feces/stool,high,fecal material
1,Sample Type,AD_250_C Supragingival Plaque Biofilm,ad 250 c supragingival plaque biofilm,Environment_Medium_SD,biofilm,high,environmental medium
1,Environment (Local Scale),Crude Oil-Contaminated Soil,crude oil contaminated soil,Environment_Medium_SD,soil,high,environmental medium
1,Environment (Local Scale),municipal waste water inflow,municipal waste water inflow,Environment_Medium_SD,wastewater,high,environmental medium
1,Environment (Local Scale),municipal waste water outflow,municipal waste water outflow,Environment_Medium_SD,wastewater,high,environmental medium
1,Environment (Local Scale),Irrigation well water contaminated with sewage water,irrigation well water contaminated with sewage water,Environment_Medium_SD,sewage,high,environmental medium
1,Host Disease,upper resiratory disease,upper resiratory disease,Host_Health_State_SD,diseased,medium,health state
1,Host Disease,hospital-acquired infections,hospital acquired infections,Isolation_Source_SD,healthcare facility,high,healthcare-associated location
1,Host Disease,No known disease,no known disease,Host_Health_State_SD,diseased,medium,health state
1,Host Disease,no known disease,no known disease,Host_Health_State_SD,diseased,medium,health state
1,Host Disease,Artery inflammation disease infection,artery inflammation disease infection,Host_Health_State_SD,diseased,medium,health state
1,Host Disease,blood-stream infection,blood stream infection,Sample_Type_SD,blood,high,clinical material
1,Host Disease,Hospital-acquired infection after orthopedic intervention,hospital acquired infection after orthopedic intervention,Isolation_Source_SD,healthcare facility,high,healthcare-associated location
1,Host Disease,gastrointestinal system disease,gastrointestinal system disease,Host_Health_State_SD,diseased,medium,health state
1,Isolation Source,Healthy human fecal,healthy human fecal,Sample_Type_SD,feces/stool,high,fecal material
1,Isolation Source,sputum samples from patient with COPD,sputum samples from patient with copd,Sample_Type_SD,sputum,high,respiratory material
1,Isolation Source,soil contaminated with killed cattle,soil contaminated with killed cattle,Environment_Medium_SD,soil,high,environmental medium
1,Isolation Source,feces from healthy human,feces from healthy human,Sample_Type_SD,feces/stool,high,fecal material
1,Sample Type,ileum of healthy chickens,ileum of healthy chickens,Host_Health_State_SD,healthy/no disease reported,medium,health state
1,Environment Medium,Chicken faeces,chicken faeces,Sample_Type_SD,feces/stool,high,fecal material
1,Environment Medium,faecal sample,faecal sample,Sample_Type_SD,feces/stool,high,fecal material
1,Environment (Broad Scale),Blood,blood,Sample_Type_SD,blood,high,clinical material
1,Environment (Local Scale),Indoor air,indoor air,Environment_Medium_SD,air,high,environmental medium
1,Environment (Local Scale),Soil sample from a temperate region with moderate rainfall,soil sample from a temperate region with moderate rainfall,Environment_Medium_SD,soil,high,environmental medium
1,Environment (Local Scale),Rhizosphere soil of soybean,rhizosphere soil of soybean,Environment_Medium_SD,soil,high,environmental medium
1,Environment (Local Scale),Isolated from a patient blood,isolated from a patient blood,Sample_Type_SD,blood,high,clinical material
