isolation_source_sd,assembly_count,signal_classes,recommended_action
Offspring_582,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R29_C17,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R30_C40,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R30_C42,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R30_C48,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R30_C51,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R30_C6,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R30_C60,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R31_C12,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R31_C25,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R31_C28,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R31_C40,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R31_C46,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R31_C47,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R31_C64,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R32_C0,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R32_C14,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R32_C15,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R32_C16,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R32_C25,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R32_C31,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R32_C34,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R33_C24,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R33_C43,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R33_C45,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R33_C51,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R34_C20,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R67_C22,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R67_C28,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R67_C49,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R67_C51,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R67_C52,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R67_C54,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R67_C56,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R67_C58,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R67_C60,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R67_C67,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R67_C70,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R67_C71,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R68_C0,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R68_C10,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R68_C14,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R68_C17,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R68_C29,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R68_C34,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R68_C48,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R70_C6,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R70_C68,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R70_C70,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R70_C71,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R70_C8,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C1,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C10,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C14,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C21,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C25,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C27,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C28,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C29,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C33,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C36,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C37,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C39,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C41,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C45,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C47,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C52,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C56,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C57,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C58,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C62,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C63,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R71_C68,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R7_C11,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R7_C19,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R7_C26,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R7_C30,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R7_C34,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R7_C35,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R7_C39,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R7_C4,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R7_C43,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R7_C46,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R8_C19,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R9_C52,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R9_C53,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R9_C56,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R9_C57,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R9_C70,1,raw_code_or_artifact,route_to_non_source_descriptor
Organoid8M_R9_C9,1,raw_code_or_artifact,route_to_non_source_descriptor
P0 Neonatal mouse microglia,1,host_taxon_or_context,route_to_host_context
P278KY_female_mouse,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_A08,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_A09,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_A10,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_A11,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_B08,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_B11,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_C08,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_C09,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_C10,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_C11,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_D09,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_E09,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_F07,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_F10,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_G08,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_G10,1,raw_code_or_artifact,route_to_non_source_descriptor
P2_SCL6_d5_H08,1,raw_code_or_artifact,route_to_non_source_descriptor
PM2.5,1,raw_code_or_artifact,route_to_non_source_descriptor
PO_0009001,1,raw_code_or_artifact,route_to_non_source_descriptor
PO_0025073,1,raw_code_or_artifact,route_to_non_source_descriptor
PO_0030114,1,raw_code_or_artifact,route_to_non_source_descriptor
PSC04-5,1,raw_code_or_artifact,route_to_non_source_descriptor
Pancreatic tissue,1,sample_type,route_to_sample_type
Pat4,1,raw_code_or_artifact,route_to_non_source_descriptor
Pat5,1,raw_code_or_artifact,route_to_non_source_descriptor
Patient1,1,raw_code_or_artifact,route_to_non_source_descriptor
Patient2,1,raw_code_or_artifact,route_to_non_source_descriptor
Patient9,1,raw_code_or_artifact,route_to_non_source_descriptor
Pericardial Tissue,1,sample_type,route_to_sample_type
Periprosthetic tissue,1,sample_type,route_to_sample_type
Peritoneal lavage,1,sample_type,route_to_sample_type
Periurethral adipose tissue,1,sample_type,route_to_sample_type
"Periwinkle (C. roseus) plants placed in a phytoplasma infected vineyard, natuarally infected by vectors (M. fuscovaria)",1,disease,route_to_disease_or_health_state
Peryosteosynthesis tissue,1,sample_type,route_to_sample_type
Post lavage,1,sample_type,route_to_sample_type
Post-Passage1,1,raw_code_or_artifact,route_to_non_source_descriptor
Post-Passage2,1,raw_code_or_artifact,route_to_non_source_descriptor
Post-Passage3,1,raw_code_or_artifact,route_to_non_source_descriptor
Post-Passage4,1,raw_code_or_artifact,route_to_non_source_descriptor
Post-Passage5,1,raw_code_or_artifact,route_to_non_source_descriptor
"Primate, Wild Animal, Golden Lion Tamarin Monkey",1,host_taxon_or_context,route_to_host_context
Probiotic animal feed,1,host_taxon_or_context,route_to_host_context
Product-Raw-Intact-Unknown species,1,metadata_descriptor,route_to_non_source_descriptor
Proximal phalynx Tissue,1,sample_type,route_to_sample_type
Purified from Hep-2 infected cells by sonication and differential centrifugation,1,disease,route_to_disease_or_health_state
RIGHT ELBOW CAPSULE TISSUE,1,sample_type,route_to_sample_type
RNA-seq.WT.rep1,1,raw_code_or_artifact,route_to_non_source_descriptor
RNA-seq.WT.rep2,1,raw_code_or_artifact,route_to_non_source_descriptor
RNAPII-CTDun_WT_22C_rep1,1,raw_code_or_artifact,route_to_non_source_descriptor
RNAPII-CTDun_WT_22C_rep2,1,raw_code_or_artifact,route_to_non_source_descriptor
RNAPII-CTDun_WT_37C_rep1,1,raw_code_or_artifact,route_to_non_source_descriptor
Rat snake (pet),1,host_taxon_or_context,route_to_host_context
Rayeb (fermented milk),1,sample_type,route_to_sample_type
Recovered dog,1,host_taxon_or_context,route_to_host_context
"Reptile, Wild Animal, Agamid",1,host_taxon_or_context,route_to_host_context
"Reptile, Wild Animal, Halys viper",1,host_taxon_or_context,route_to_host_context
"Reptile, Wild Animal, Lizard",1,host_taxon_or_context,route_to_host_context
"Reptile, Wild Animal, Terrapin",1,host_taxon_or_context,route_to_host_context
"Reptile, Wild Animal, Turtle",1,host_taxon_or_context,route_to_host_context
Retail_1,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_101,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_103,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_105,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_11,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_110,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_112,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_114,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_118,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_120,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_122,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_124,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_126,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_129,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_13,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_131,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_141,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_143,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_15,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_17,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_19,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_21,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_23,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_25,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_27,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_29,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_3,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_31,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_33,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_35,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_37,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_39,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_41,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_43,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_45,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_47,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_49,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_51,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_53,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_55,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_57,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_59,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_61,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_63,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_65,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_67,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_69,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_7,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_71,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_73,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_75,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_77,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_79,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_81,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_83,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_85,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_87,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_89,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_9,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_91,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_93,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_95,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_97,1,raw_code_or_artifact,route_to_non_source_descriptor
Retail_99,1,raw_code_or_artifact,route_to_non_source_descriptor
Retina from E13.5 mouse embryo,1,host_taxon_or_context,route_to_host_context
Retina from E14.5 mouse embryo,1,host_taxon_or_context,route_to_host_context
Retina from E15.5 mouse embryo,1,host_taxon_or_context,route_to_host_context
Retina from E18.5 mouse embryo,1,host_taxon_or_context,route_to_host_context
Retroperitoneal Tissue,1,sample_type,route_to_sample_type
Rice-straw residue from a methanogenic reactor treating waste from cattle farms,1,host_taxon_or_context,route_to_food_source
Rice-straw residue obtained from a methanogenic reactor treating waste collected from cattle farms,1,host_taxon_or_context,route_to_food_source
Right Hand Tissue,1,sample_type,route_to_sample_type
Right arm tissue,1,sample_type,route_to_sample_type
Right hip tissue,1,sample_type,route_to_sample_type
"Right,Hip Tissue",1,sample_type,route_to_sample_type
Ring1b_alt_ab_ChIPseq,1,raw_code_or_artifact,route_to_non_source_descriptor
Ring1b_induced_ChIPseq,1,raw_code_or_artifact,route_to_non_source_descriptor
Ring1b_uninduced_ChIPseq,1,raw_code_or_artifact,route_to_non_source_descriptor
Rodent faeces,1,sample_type,route_to_sample_type
Room_1_E_Organism_2,1,raw_code_or_artifact,route_to_non_source_descriptor
Room_1_E_Organism_3,1,raw_code_or_artifact,route_to_non_source_descriptor
Room_2_E_Organism_1,1,raw_code_or_artifact,route_to_non_source_descriptor
Room_2_E_Organism_2,1,raw_code_or_artifact,route_to_non_source_descriptor
Room_3_C_Organism_1,1,raw_code_or_artifact,route_to_non_source_descriptor
Room_3_C_Organism_2,1,raw_code_or_artifact,route_to_non_source_descriptor
Room_3_E_Organism_3,1,raw_code_or_artifact,route_to_non_source_descriptor
Room_3_K_Organism_1,1,raw_code_or_artifact,route_to_non_source_descriptor
Room_4_C_Organism_4,1,raw_code_or_artifact,route_to_non_source_descriptor
Room_4_E_Organism_5,1,raw_code_or_artifact,route_to_non_source_descriptor
Room_4_E_Organism_6,1,raw_code_or_artifact,route_to_non_source_descriptor
Room_5_C_Organism_2,1,raw_code_or_artifact,route_to_non_source_descriptor
Room_5_E_Organism_3,1,raw_code_or_artifact,route_to_non_source_descriptor
Room_5_I_Organism_1,1,raw_code_or_artifact,route_to_non_source_descriptor
Room_6_E_Organism_4,1,raw_code_or_artifact,route_to_non_source_descriptor
Rpo47.stat.chip-seq.r1,1,raw_code_or_artifact,route_to_non_source_descriptor
Runx1_induced_ChIPseq,1,raw_code_or_artifact,route_to_non_source_descriptor
Runx1_uninduced_ChIPseq,1,raw_code_or_artifact,route_to_non_source_descriptor
SCM1,1,raw_code_or_artifact,route_to_non_source_descriptor
SCM2,1,raw_code_or_artifact,route_to_non_source_descriptor
SCM3,1,raw_code_or_artifact,route_to_non_source_descriptor
SCM4,1,raw_code_or_artifact,route_to_non_source_descriptor
SF1.4_hsp60_Mantle Tissue,1,sample_type,route_to_sample_type
SNU1,1,raw_code_or_artifact,route_to_non_source_descriptor
SUNE-1,1,raw_code_or_artifact,route_to_non_source_descriptor
Sacral tissue,1,sample_type,route_to_sample_type
Sam4,1,raw_code_or_artifact,route_to_non_source_descriptor
"Scabs from cattle, North Rhodesia",1,host_taxon_or_context,route_to_food_source
Screw Infected Plate Site,1,disease,route_to_disease_or_health_state
Scrotal tissue,1,sample_type,route_to_sample_type
Second metatarsal Tissue,1,sample_type,route_to_sample_type
Seeds_1,1,raw_code_or_artifact,route_to_non_source_descriptor
Seeds_1_1,1,raw_code_or_artifact,route_to_non_source_descriptor
Seeds_2,1,raw_code_or_artifact,route_to_non_source_descriptor
Seeds_4,1,raw_code_or_artifact,route_to_non_source_descriptor
Shin Tissue,1,sample_type,route_to_sample_type
Shoulder Tissue (Collar membrane),1,sample_type,route_to_sample_type
Shoulder tissue (suture),1,sample_type,route_to_sample_type
Sigmodon hispidus (cotton rat),1,host_taxon_or_context,route_to_host_context
Snake faeces,1,sample_type,route_to_sample_type
Som fak (Thai fermented fish),1,host_taxon_or_context,route_to_host_context
Spi1_ChIPSeq,1,raw_code_or_artifact,route_to_non_source_descriptor
StagB_mock_AGAGTCAC_r2,1,raw_code_or_artifact,route_to_non_source_descriptor
Steinernema-infected Galleria mellonella cadaver,1,disease,route_to_disease_or_health_state
Sternum Tissue,1,sample_type,route_to_sample_type
Stethoscope_NA_BU6,1,raw_code_or_artifact,route_to_non_source_descriptor
Stethoscope_P101_BU13,1,raw_code_or_artifact,route_to_non_source_descriptor
Stethoscope_P115_BU5,1,raw_code_or_artifact,route_to_non_source_descriptor
Stethoscope_P130_BU23,1,raw_code_or_artifact,route_to_non_source_descriptor
Stethoscope_P132_BU20,1,raw_code_or_artifact,route_to_non_source_descriptor
Stethoscope_P13_BU21,1,raw_code_or_artifact,route_to_non_source_descriptor
Stethoscope_P2_BU1,1,raw_code_or_artifact,route_to_non_source_descriptor
Stethoscope_P43_BU17,1,raw_code_or_artifact,route_to_non_source_descriptor
Stethoscope_P45_BU22,1,raw_code_or_artifact,route_to_non_source_descriptor
Stethoscope_P46_BU24,1,raw_code_or_artifact,route_to_non_source_descriptor
Stethoscope_P47_BU17,1,raw_code_or_artifact,route_to_non_source_descriptor
Stethoscope_P50_BU21,1,raw_code_or_artifact,route_to_non_source_descriptor
Stethoscope_P68_BU23,1,raw_code_or_artifact,route_to_non_source_descriptor
Stethoscope_P95_BU8,1,raw_code_or_artifact,route_to_non_source_descriptor
Stethoscope_P97_BU24,1,raw_code_or_artifact,route_to_non_source_descriptor
Stored plasma,1,sample_type,route_to_sample_type
Sturgeon (fish),1,host_taxon_or_context,route_to_host_context
Subcutaneous Tissue,1,sample_type,route_to_sample_type
Subcutaneous tissue,1,sample_type,route_to_sample_type
Submaxillary tissue,1,sample_type,route_to_sample_type
Superficial Tissue,1,sample_type,route_to_sample_type
Surfaces of lower molars of Sprague Dawley rat,1,host_taxon_or_context,route_to_host_context
Surgical site tissue,1,sample_type,route_to_sample_type
Swim Bladder,1,body_site,route_to_isolation_site
Swine dysentery,1,host_taxon_or_context,route_to_food_source
Symbiotic tissue of Blasia pusilla L.,1,sample_type,route_to_sample_type
Synovial tissue (knee),1,sample_type,route_to_sample_type
TD1a_unenriched,1,raw_code_or_artifact,route_to_non_source_descriptor
TD1b_unenriched,1,raw_code_or_artifact,route_to_non_source_descriptor
TD1c_unenriched,1,raw_code_or_artifact,route_to_non_source_descriptor
TFB.stat.chip-seq.r1,1,raw_code_or_artifact,route_to_non_source_descriptor
TFEbeta.stat.chip-seq.r2,1,raw_code_or_artifact,route_to_non_source_descriptor
TH-LN-619-ProB,1,raw_code_or_artifact,route_to_non_source_descriptor
TH-LN-683-ProB,1,raw_code_or_artifact,route_to_non_source_descriptor
TISSUE/ RIGHT BUTTOCK,1,sample_type,route_to_sample_type
TISSUE; AORTA,1,sample_type,route_to_sample_type
TIssue,1,sample_type,route_to_sample_type
TSKM-iPS mouse derived fibroblast cells,1,host_taxon_or_context,route_to_host_context
Tfh_IL21IL10_DP,1,raw_code_or_artifact,route_to_non_source_descriptor
Thigh tissue,1,sample_type,route_to_sample_type
Third toe Tissue,1,sample_type,route_to_sample_type
Thyroid cancer cells,1,disease,route_to_disease_or_health_state
Tibia Tissue,1,sample_type,route_to_sample_type
Tissue (Left Buttoks),1,sample_type,route_to_sample_type
Tissue (Sternum/Sternal),1,sample_type,route_to_sample_type
Tissue (buttock),1,sample_type,route_to_sample_type
Tissue (capula haematoma),1,sample_type,route_to_sample_type
Tissue (from biceps-tendon),1,sample_type,route_to_sample_type
Tissue (non-sterile),1,sample_type,route_to_sample_type
Tissue (right elbow),1,sample_type,route_to_sample_type
Tissue - aortic valve,1,sample_type,route_to_sample_type
Tissue - chest wall,1,sample_type,route_to_sample_type
Tissue - hip,1,sample_type,route_to_sample_type
Tissue - knee,1,sample_type,route_to_sample_type
Tissue - knee synovium,1,sample_type,route_to_sample_type
Tissue - lower extremity,1,sample_type,route_to_sample_type
Tissue Fragment,1,sample_type,route_to_sample_type
Tissue Left Shoulder,1,sample_type,route_to_sample_type
Tissue Left Shoulder glenoid membrane,1,sample_type,route_to_sample_type
Tissue Left Shoulder humeral membrane,1,sample_type,route_to_sample_type
Tissue Maternal side,1,sample_type,route_to_sample_type
Tissue NO 1 Shoulder Right COLLAR MEMBRANE,1,sample_type,route_to_sample_type
Tissue No. 1 Right HUMERAL MEMBRANE,1,sample_type,route_to_sample_type
Tissue R knee,1,sample_type,route_to_sample_type
Tissue Radial Fracture,1,sample_type,route_to_sample_type
Tissue Right GLENOID MEMBRANE No. 2,1,sample_type,route_to_sample_type
Tissue Right Shoulder GLENOID MEMBRANE No. 2,1,sample_type,route_to_sample_type
Tissue Right Shoulder HUMERAL MEMBRANE No. 3,1,sample_type,route_to_sample_type
Tissue Right Shoulder SUTURE,1,sample_type,route_to_sample_type
Tissue SUPERFICIAL HUMERAL MEMBRANE AND SUTURE,1,sample_type,route_to_sample_type
Tissue SUPERFICIAL HUMERAL MEMBRANE AND SUTURE No. 1,1,sample_type,route_to_sample_type
Tissue SUPERFICIAL HUMERAL MEMBRANE No. 2,1,sample_type,route_to_sample_type
Tissue Shoulder Right GLENOID No. 2,1,sample_type,route_to_sample_type
Tissue Shoulder Right HUMERAL MEMBRANE No. 1,1,sample_type,route_to_sample_type
Tissue Shoulder Right SUTURE,1,sample_type,route_to_sample_type
Tissue Shoulder humeral membrane,1,sample_type,route_to_sample_type
Tissue Specimen,1,sample_type,route_to_sample_type
Tissue ample,1,sample_type,route_to_sample_type
Tissue bit,1,sample_type,route_to_sample_type
Tissue elbow,1,sample_type,route_to_sample_type
Tissue from burn site,1,sample_type,route_to_sample_type
Tissue from hand,1,sample_type,route_to_sample_type
Tissue gall bladder,1,body_site|sample_type,route_to_sample_type
Tissue intraoral flap,1,sample_type,route_to_sample_type
Tissue left fore d5,1,sample_type,route_to_sample_type
Tissue left glenoid,1,sample_type,route_to_sample_type
Tissue left humeral,1,sample_type,route_to_sample_type
Tissue necrose,1,sample_type,route_to_sample_type
Tissue of rabbit,1,sample_type,route_to_sample_type
Tissue right buttock,1,sample_type,route_to_sample_type
Tissue right fore d5,1,sample_type,route_to_sample_type
Tissue right forefoot,1,sample_type,route_to_sample_type
Tissue right toe,1,sample_type,route_to_sample_type
Tissue(wound),1,body_site|sample_type,route_to_sample_type
"Tissue, Buttock",1,sample_type,route_to_sample_type
"Tissue, Buttock, Left",1,sample_type,route_to_sample_type
"Tissue, Canthus",1,sample_type,route_to_sample_type
"Tissue, Empyema",1,sample_type,route_to_sample_type
"Tissue, Eyelid",1,sample_type,route_to_sample_type
"Tissue, Fibula",1,sample_type,route_to_sample_type
"Tissue, Flank",1,sample_type,route_to_sample_type
"Tissue, Haematoma",1,sample_type,route_to_sample_type
"Tissue, Heel",1,sample_type,route_to_sample_type
"Tissue, Left Ischium",1,sample_type,route_to_sample_type
"Tissue, Lft Anterior Thigh",1,sample_type,route_to_sample_type
"Tissue, Mastoid",1,sample_type,route_to_sample_type
"Tissue, Neck",1,sample_type,route_to_sample_type
"Tissue, Orbit",1,sample_type,route_to_sample_type
"Tissue, Scrotum",1,sample_type,route_to_sample_type
"Tissue, Shin",1,sample_type,route_to_sample_type
"Tissue, Shouler, Right",1,sample_type,route_to_sample_type
"Tissue, Spine",1,sample_type,route_to_sample_type
"Tissue, Thoracic",1,sample_type,route_to_sample_type
"Tissue, Vocal Cord",1,sample_type,route_to_sample_type
"Tissue, femur",1,sample_type,route_to_sample_type
Tissue: Back,1,sample_type,route_to_sample_type
Tissue:Adult_ovaries:EL:1 extraction1_seq1 channel_1,1,sample_type,route_to_sample_type
Tissue; Chest Wall,1,sample_type,route_to_sample_type
Tissue; EJ junction fat,1,sample_type,route_to_sample_type
Tissue; Left heel,1,sample_type,route_to_sample_type
Tissue; hip right,1,sample_type,route_to_sample_type
Tissue; left ethmoid,1,sample_type,route_to_sample_type
Tissue; left shoulder A-C joint,1,sample_type,route_to_sample_type
Tissue; right elbow,1,sample_type,route_to_sample_type
Tissue; right ischeal tuberosity,1,sample_type,route_to_sample_type
Toe Tissue ulcer,1,sample_type,route_to_sample_type
Toe tissue,1,sample_type,route_to_sample_type
UCSB animal house,1,host_taxon_or_context,route_to_host_context
Ulcerated tissue,1,sample_type,route_to_sample_type
Uncultivated_P2_T1_2,1,raw_code_or_artifact,route_to_non_source_descriptor
