field	standardized_value	semantic_class	proposed_destination	reason	assembly_accession	biosample	organism	raw_attribute_name	raw_value	Host	Host_SD	Host_Context_SD	Host_Disease_SD	Host_Health_State_SD	Host_Production_Context_SD	Host_Anatomical_Site_SD	Isolation Source	Isolation_Source_SD	Isolation_Source_SD_Broad	Sample Type	Sample_Type_SD	Sample_Type_SD_Broad	Isolation_Site_SD	Environment_Medium_SD	Environment_Medium_SD_Broad	Environment_Broad_Scale_SD	Environment_Local_Scale_SD	Collection Date	Country
Isolation_Source_SD	brochoalveolar lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_025916895.1	SAMN29877837	Mycobacterium tuberculosis	Isolation Source	brochoalveolar lavage	Homo sapiens	Homo sapiens		tuberculosis	diseased			brochoalveolar lavage	brochoalveolar lavage										2020	Ecuador
Isolation_Source_SD	Broncho-Alveolar Lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_026161545.1	SAMN30369339	Klebsiella pneumoniae	Isolation Source	Broncho-Alveolar Lavage	Homo sapiens	Homo sapiens						Broncho-Alveolar Lavage	Broncho-Alveolar Lavage										2019	China
Sample_Type_SD	clinical swab	collection_device	Sample_Collection_Device_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_026297995.1	SAMEA111505970	Staphylococcus aureus	Host	Homo sapiens	Homo sapiens	Homo sapiens						unspecified diagnostic sample	clinical/host-associated material	clinical/host-associated material		clinical swab	swab						2020	Saudi Arabia
Sample_Type_SD	clinical swab	collection_device	Sample_Collection_Device_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_026298075.1	SAMEA111505809	Staphylococcus aureus	Host	Homo sapiens	Homo sapiens	Homo sapiens						unspecified diagnostic sample	clinical/host-associated material	clinical/host-associated material		clinical swab	swab						2020	Paraguay
Isolation_Source_SD	lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_026298255.1	SAMEA111503383	Staphylococcus aureus	Isolation Source	lavage	Homo sapiens	Homo sapiens						lavage	lavage										2020	Albania
Sample_Type_SD	clinical swab	collection_device	Sample_Collection_Device_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_026298935.1	SAMEA111505813	Staphylococcus aureus	Host	Homo sapiens	Homo sapiens	Homo sapiens						unspecified diagnostic sample	clinical/host-associated material	clinical/host-associated material		clinical swab	swab						2020	Paraguay
Isolation_Source_SD	lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_026300275.1	SAMEA111505271	Staphylococcus aureus	Isolation Source	lavage	Homo sapiens	Homo sapiens						lavage	lavage										2020	Norway
Isolation_Source_SD	Lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_026744625.1	SAMN25295793	Staphylococcus aureus	Isolation Source	Lavage	Homo sapiens	Homo sapiens						Lavage	Lavage										2018	Australia
Isolation_Source_SD	Peritoneal lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_028172785.1	SAMN32907795	Enterobacter hormaechei	Isolation Source	Peritoneal lavage	Canis lupus familiaris	Canis lupus familiaris						Peritoneal lavage	Peritoneal lavage		animal								2022	United States
Isolation_Source_SD	synovial fluid.	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_028195305.1	SAMN14733296	Staphylococcus aureus	Isolation Source	synovial fluid.	Homo sapiens	Homo sapiens						synovial fluid.	synovial fluid.										2017	United States
Isolation_Source_SD	R elbow synovial fluid.	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_028195345.1	SAMN14733298	Staphylococcus aureus	Isolation Source	R elbow synovial fluid.	Homo sapiens	Homo sapiens						R elbow synovial fluid.	R elbow synovial fluid.										2017	United States
Isolation_Source_SD	Right knee synovial fluid.	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_028195435.1	SAMN14733301	Staphylococcus aureus	Isolation Source	Right knee synovial fluid.	Homo sapiens	Homo sapiens						Right knee synovial fluid.	Right knee synovial fluid.										2017	United States
Isolation_Source_SD	Columba livia crop contents	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_029203615.1	SAMN25134305	Mycoplasma sp.	Host	Columba livia	Columba livia	Columba livia						Columba livia crop contents	Columba livia crop contents		metagenomic assembly								2021	China
Isolation_Source_SD	Intrauterine purulent content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_029457675.1	SAMN31317889	Escherichia coli	Isolation Source	Intrauterine purulent content	Canis lupus familiaris	Canis lupus familiaris						Intrauterine purulent content	Intrauterine purulent content										2018	Brazil
Isolation_Source_SD	Intrauterine purulent content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_029457735.1	SAMN31318679	Escherichia coli	Isolation Source	Intrauterine purulent content	Canis lupus familiaris	Canis lupus familiaris						Intrauterine purulent content	Intrauterine purulent content										2019	Brazil
Isolation_Source_SD	Intrauterine purulent content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_029457785.1	SAMN31318504	Escherichia coli	Isolation Source	Intrauterine purulent content	Canis lupus familiaris	Canis lupus familiaris						Intrauterine purulent content	Intrauterine purulent content										2018	Brazil
Isolation_Source_SD	Tracheobronchial lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_029478785.1	SAMN33905102	Mesomycoplasma ovipneumoniae	Isolation Source	Tracheobronchial lavage	sheep	Ovis aries		pneumonia	diseased			Tracheobronchial lavage	Tracheobronchial lavage										2017	Brazil
Isolation_Source_SD	Cat faeces	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_031478475.1	SAMN06270867	Campylobacter jejuni	Isolation Source	Cat faeces	Felis catus	Felis catus						Cat faeces	Cat faeces										2004	Canada
Isolation_Source_SD	VACUUM CONTENTS	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_031502805.1	SAMN37394487	Salmonella enterica subsp. enterica serovar Lome	Isolation Source	VACUUM CONTENTS	absent							VACUUM CONTENTS	VACUUM CONTENTS										2023	United States
Isolation_Source_SD_Broad	cloacal sample	metadata_descriptor	suppress/provenance only	Broad source category mixes non-source semantic classes; document or migrate.	GCA_031851395.1	SAMN37298530	Enterobacter ludwigii	Host	Larus michahellis	Larus michahellis	Larus michahellis					cloaca	not applicable	cloacal sample	cloacal sample	bacteria			cloaca					2022	France
Isolation_Source_SD_Broad	cloacal sample	metadata_descriptor	suppress/provenance only	Broad source category mixes non-source semantic classes; document or migrate.	GCA_031851415.1	SAMN37298529	Enterobacter asburiae	Host	Larus michahellis	Larus michahellis	Larus michahellis					cloaca	not applicable	cloacal sample	cloacal sample	bacteria			cloaca					2022	France
Isolation_Source_SD_Broad	cloacal sample	metadata_descriptor	suppress/provenance only	Broad source category mixes non-source semantic classes; document or migrate.	GCA_031851435.1	SAMN37298528	Enterobacter ludwigii	Host	Larus michahellis	Larus michahellis	Larus michahellis					cloaca	not applicable	cloacal sample	cloacal sample	bacteria			cloaca					2022	France
Sample_Type_SD	rectovaginal site	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_032139145.1	SAMN37184712	Staphylococcus aureus	Host	Homo sapiens	Homo sapiens	Homo sapiens					urogenital tract	recto-vaginal	clinical/host-associated material	clinical/host-associated material		rectovaginal site	clinical/host-associated material	urogenital tract					2023	Gambia
Sample_Type_SD	rectovaginal site	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_032139205.1	SAMN37184707	Staphylococcus aureus	Host	Homo sapiens	Homo sapiens	Homo sapiens					urogenital tract	recto-vaginal	clinical/host-associated material	clinical/host-associated material		rectovaginal site	clinical/host-associated material	urogenital tract					2023	Gambia
Sample_Type_SD	rectovaginal site	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_032139245.1	SAMN37184706	Staphylococcus aureus	Host	Homo sapiens	Homo sapiens	Homo sapiens					urogenital tract	recto-vaginal	clinical/host-associated material	clinical/host-associated material		rectovaginal site	clinical/host-associated material	urogenital tract					2023	Gambia
Isolation_Source_SD	Broncial Lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_032996025.3	SAMN28900520	Escherichia coli	Isolation Source	Broncial Lavage	Homo sapiens	Homo sapiens						Broncial Lavage	Broncial Lavage										2022	United States
Isolation_Source_SD_Broad	sample	metadata_descriptor	suppress/provenance only	Broad source category mixes non-source semantic classes; document or migrate.	GCA_033238805.1	SAMD00576163	Vibrio sp. MACH09	Host	Akashiwo sangruia	Akashiwo sangruia	Akashiwo sanguinea						isolation_source, Akashiwo sanguia	source/sample material	sample									2020	Chile
Isolation_Source_SD	guttural pouch contents	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_034057895.1	SAMN36496044	Streptococcus equi subsp. zooepidemicus	Isolation Source	guttural pouch contents	Equus caballus	Equus caballus						guttural pouch contents	guttural pouch contents										2021	United States
Sample_Type_SD	plant material	host_context	Host_Context_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_034105175.1	SAMN38440052	Pectobacterium carotovorum subsp. carotovorum	Host	Milk thistle	Milk thistle								clinical/host-associated material	clinical/host-associated material		plant material	plant-associated material						2015	China
Sample_Type_SD	assembly	sample_processing	Sample_Processing_SD	Processing/preparation terms should move to Sample_Processing_SD.	GCA_034187795.1	SAMN38512561	Clostridioides difficile	Host	Homo sapiens	Homo sapiens	Homo sapiens									assamly	assembly							2022	China
Sample_Type_SD	assembly	sample_processing	Sample_Processing_SD	Processing/preparation terms should move to Sample_Processing_SD.	GCA_034187815.1	SAMN38512525	Clostridioides difficile	Host	Homo sapiens	Homo sapiens	Homo sapiens									assamly	assembly							2018	China
Sample_Type_SD	assembly	sample_processing	Sample_Processing_SD	Processing/preparation terms should move to Sample_Processing_SD.	GCA_034187875.1	SAMN38512536	Clostridioides difficile	Host	Homo sapiens	Homo sapiens	Homo sapiens									assamly	assembly							2019	China
Isolation_Source_SD	bursa content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_034715915.1	SAMEA113444856	Streptococcus pyogenes	Isolation Source	bursa content	Homo sapiens	Homo sapiens						bursa content	bursa content										2023	Norway
Host_Health_State_SD	exposure/contact context	study_group	Host_Study_Group_SD	Study group should move to Host_Study_Group_SD.	GCA_035028125.1	SAMEA8426182	Streptococcus pyogenes	Host	Homo sapiens	Homo sapiens	Homo sapiens			exposure/contact context			Contact Case	clinical/host-associated material	clinical/host-associated material									2018	United Kingdom
Host_Health_State_SD	exposure/contact context	study_group	Host_Study_Group_SD	Study group should move to Host_Study_Group_SD.	GCA_035028145.1	SAMEA8426184	Streptococcus pyogenes	Host	Homo sapiens	Homo sapiens	Homo sapiens			exposure/contact context			Contact Case	clinical/host-associated material	clinical/host-associated material									2018	United Kingdom
Host_Health_State_SD	exposure/contact context	study_group	Host_Study_Group_SD	Study group should move to Host_Study_Group_SD.	GCA_035028165.1	SAMEA8426183	Streptococcus pyogenes	Host	Homo sapiens	Homo sapiens	Homo sapiens			exposure/contact context			Contact Case	clinical/host-associated material	clinical/host-associated material									2018	United Kingdom
Isolation_Source_SD	bronchioalveolar lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_036455495.1	SAMN39239667	Klebsiella pneumoniae	Isolation Source	bronchioalveolar lavage	Homo sapiens	Homo sapiens						bronchioalveolar lavage	bronchioalveolar lavage										2019	Germany
Isolation_Source_SD	bronchioalveolar lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_036455545.1	SAMN39239665	Klebsiella pneumoniae	Isolation Source	bronchioalveolar lavage	Homo sapiens	Homo sapiens						bronchioalveolar lavage	bronchioalveolar lavage										2019	Germany
Isolation_Source_SD	egg content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_036576535.1	SAMN37155322	Escherichia coli	Isolation Source	egg content	absent							egg content	egg content										2022	China
Isolation_Source_SD	egg content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_036576575.1	SAMN37155318	Escherichia coli	Isolation Source	egg content	absent							egg content	egg content										2022	China
Isolation_Source_SD	egg content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_036759765.1	SAMN35740903	Escherichia coli	Isolation Source	egg content	unknown							egg content	egg content										2022	China
Isolation_Source_SD	the contents of the uterine cavity	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_038653055.1	SAMN18524556	Listeria monocytogenes	Isolation Source	the contents of the uterine cavity	Homo sapiens	Homo sapiens						the contents of the uterine cavity	the contents of the uterine cavity										2020	Russia
Sample_Type_SD	spore release material	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_039939275.1	SAMN39639590	Parasphingorhabdus sp.	Host	Macrocystis pyrifera	Macrocystis pyrifera	Macrocystis pyrifera						spore release from mature blade	clinical/host-associated material	clinical/host-associated material	metagenomic assembly	spore release material					marine environment		2018	United States
Sample_Type_SD	spore release material	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_039939315.1	SAMN39639586	Marinomonas sp.	Host	Macrocystis pyrifera	Macrocystis pyrifera	Macrocystis pyrifera						spore release from mature blade	clinical/host-associated material	clinical/host-associated material	metagenomic assembly	spore release material					marine environment		2018	United States
Sample_Type_SD	spore release material	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_039939335.1	SAMN39639588	Nonlabens ulvanivorans	Host	Macrocystis pyrifera	Macrocystis pyrifera	Macrocystis pyrifera						spore release from mature blade	clinical/host-associated material	clinical/host-associated material	metagenomic assembly	spore release material					marine environment		2018	United States
Isolation_Source_SD	Bronchoavleolar lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_040104695.1	SAMN41574053	Neisseria polysaccharea	Isolation Source	Bronchoavleolar lavage	Homo sapiens	Homo sapiens						Bronchoavleolar lavage	Bronchoavleolar lavage										2024	United States
Isolation_Source_SD	Right hip (fluid)	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_040709135.1	SAMN42469903	Salmonella enterica	Isolation Source	Right hip (fluid)	Homo sapiens	Homo sapiens						Right hip (fluid)	Right hip (fluid)										absent	United States
Isolation_Source_SD	body fluid	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_040763755.1	SAMN39706836	Trueperella pyogenes	Host	Bos taurus	Bos taurus	Bos taurus							body fluid										2022	United States
Isolation_Source_SD	alveolar lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_041004025.1	SAMN42440405	Klebsiella quasipneumoniae	Isolation Source	alveolar lavage	Homo sapiens	Homo sapiens						alveolar lavage	alveolar lavage										2019	China
Isolation_Source_SD	cerebrospinal	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_041345855.1	SAMN28591312	Klebsiella pneumoniae	Isolation Source	cerebrospinal	Homo sapiens	Homo sapiens						cerebrospinal	cerebrospinal										2016	China
Sample_Type_SD	screening culture	sample_processing	Sample_Processing_SD	Processing/preparation terms should move to Sample_Processing_SD.	GCA_041447655.1	SAMN43196466	Salmonella enterica subsp. enterica	Isolation Source	perianal screening culture	Homo sapiens	Homo sapiens					rectum/perianal region	perianal screening culture				screening culture	culture	rectum/perianal region					2014	Switzerland
Isolation_Source_SD	Broncho alveolar lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_042490795.1	SAMN41922211	Klebsiella pneumoniae	Isolation Source	Broncho alveolar lavage	Homo sapiens	Homo sapiens						Broncho alveolar lavage	Broncho alveolar lavage										2021	France
Isolation_Source_SD	Bronko-alveolær lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_042511755.1	SAMEA8953210	Neisseria meningitidis	Isolation Source	Bronko-alveolær lavage	Homo sapiens	Homo sapiens						Bronko-alveolær lavage	Bronko-alveolær lavage										2021	Norway
Sample_Type_SD	feed/fodder	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_043329035.1	SAMEA114033637	Salmonella enterica subsp. enterica serovar Meleagridis	Host	Fodder	Fodder							Fodder	clinical/host-associated material	clinical/host-associated material		feed/fodder							2010	China
Isolation_Source_SD	Bronchialveolar Lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_043962935.1	SAMN44409378	Klebsiella pneumoniae	Isolation Source	Bronchialveolar Lavage	Homo sapiens	Homo sapiens						Bronchialveolar Lavage	Bronchialveolar Lavage										2020	United States
Isolation_Source_SD	Lizards faeces	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_044312995.1	SAMN35669530	Salmonella enterica subsp. enterica serovar Typhimurium	Isolation Source	Lizards faeces	absent							Lizards faeces	Lizards faeces										2010	China
Isolation_Source_SD	Lizards faeces	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_044313005.1	SAMN35669531	Salmonella enterica subsp. enterica serovar Typhimurium	Isolation Source	Lizards faeces	absent							Lizards faeces	Lizards faeces										2010	China
Isolation_Source_SD	Snake faeces	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_044313065.1	SAMN35669532	Salmonella enterica subsp. enterica serovar Typhimurium	Isolation Source	Snake faeces	absent	Serpentes					feces/stool	Snake faeces	Snake faeces										2010	China
Isolation_Source_SD	Broncho alveolaire lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_044667635.1	SAMN41108379	Pseudomonas aeruginosa	Isolation Source	Broncho alveolaire lavage	Homo sapiens	Homo sapiens						Broncho alveolaire lavage	Broncho alveolaire lavage										2020	Belgium
Isolation_Source_SD	Broncho alveolaire lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_044667685.1	SAMN41108344	Pseudomonas aeruginosa	Isolation Source	Broncho alveolaire lavage	Homo sapiens	Homo sapiens						Broncho alveolaire lavage	Broncho alveolaire lavage										2023	Belgium
Sample_Type_SD	screening culture	sample_processing	Sample_Processing_SD	Processing/preparation terms should move to Sample_Processing_SD.	GCA_044893065.1	SAMN44699166	Enterococcus faecium	Isolation Source	Rectal screening culture	Homo sapiens	Homo sapiens					rectum/perianal region	Rectal screening culture	clinical/host-associated material	clinical/host-associated material		screening culture	culture	rectum/perianal region					2022	United States
Sample_Type_SD	screening culture	sample_processing	Sample_Processing_SD	Processing/preparation terms should move to Sample_Processing_SD.	GCA_044893105.1	SAMN44699168	Enterococcus faecium	Isolation Source	Rectal screening culture	Homo sapiens	Homo sapiens					rectum/perianal region	Rectal screening culture	clinical/host-associated material	clinical/host-associated material		screening culture	culture	rectum/perianal region					2022	United States
Isolation_Source_SD	Vulture faeces	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_045021715.1	SAMN03483407	Enterococcus faecium	Isolation Source	Vulture faeces	Enterococcus faecium	Aves					feces/stool	Vulture faeces	Vulture faeces										2010	Spain
Isolation_Source_SD	Corn Snake (Faeces)	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_045153515.1	SAMN40601698	Clostridioides difficile	Isolation Source	Corn Snake (Faeces)	absent	Zea mays					feces/stool	Corn Snake (Faeces)	Corn Snake (Faeces)										2018	Germany
Isolation_Source_SD	endotrach lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_046527235.1	SAMN46112613	Enterobacter hormaechei	Isolation Source	endotrach lavage	Canis lupus familiaris	Canis lupus familiaris		pneumonia	diseased			endotrach lavage	endotrach lavage		animal								2024	Canada
Sample_Type_SD	ice core section from central arctic ocean	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_046709345.1	SAMN44748483	Octadecabacter sp.	Isolation Source	Ice Core Section from Central Arctic Ocean	absent							Ice Core Section from Central Arctic Ocean	clinical/host-associated material	clinical/host-associated material	metagenomic assembly	ice core section from central arctic ocean	environmental/geologic material		sea ice		marine environment		2020	Arctic Ocean
Sample_Type_SD	ice core section from central arctic ocean	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_046709405.1	SAMN44748481	Paraglaciecola sp.	Isolation Source	Ice Core Section from Central Arctic Ocean	absent							Ice Core Section from Central Arctic Ocean	clinical/host-associated material	clinical/host-associated material	metagenomic assembly	ice core section from central arctic ocean	environmental/geologic material		sea ice		marine environment		2020	Arctic Ocean
Sample_Type_SD	ice core section from central arctic ocean	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_046709415.1	SAMN44748482	Colwellia sp.	Isolation Source	Ice Core Section from Central Arctic Ocean	absent							Ice Core Section from Central Arctic Ocean	clinical/host-associated material	clinical/host-associated material	metagenomic assembly	ice core section from central arctic ocean	environmental/geologic material		sea ice		marine environment		2020	Arctic Ocean
Isolation_Source_SD	Post-lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_047799705.1	SAMN46710442	Escherichia coli	Isolation Source	Post-lavage	Canis lupus familiaris	Canis lupus familiaris						Post-lavage	Post-lavage										2024	United States
Isolation_Source_SD	Abdominal contents	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_047799725.1	SAMN46710444	Escherichia coli	Isolation Source	Abdominal contents	Canis lupus familiaris	Canis lupus familiaris						Abdominal contents	Abdominal contents										2024	United States
Isolation_Source_SD	Post-lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_047799755.1	SAMN46710441	Escherichia coli	Isolation Source	Post-lavage	Canis lupus familiaris	Canis lupus familiaris						Post-lavage	Post-lavage										2024	United States
Isolation_Source_SD	roe deer faeces	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_047968565.1	SAMN46434509	Escherichia coli	Isolation Source	roe deer faeces	absent	Cervidae					feces/stool	roe deer faeces	roe deer faeces										2009	Hungary
Isolation_Source_SD	Abdominal (drain aspirate)	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_048025515.1	SAMN45989848	Clostridium perfringens	Isolation Source	Abdominal (drain aspirate)	Homo sapiens	Homo sapiens						Abdominal (drain aspirate)	Abdominal (drain aspirate)		human								2024	United States
Isolation_Source_SD	pancreatic cyst contents	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_048513255.1	SAMN47146434	Klebsiella pneumoniae	Isolation Source	pancreatic cyst contents	Homo sapiens	Homo sapiens						pancreatic cyst contents	pancreatic cyst contents										2021	Russia
Isolation_Source_SD	pancreatic cyst contents	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_048514235.1	SAMN47146435	Klebsiella pneumoniae	Isolation Source	pancreatic cyst contents	Homo sapiens	Homo sapiens						pancreatic cyst contents	pancreatic cyst contents										2021	Russia
Isolation_Source_SD	Broncheoalveolar lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_048831865.1	SAMEA115373230	Streptococcus pneumoniae	Isolation Source	Broncheoalveolar lavage	Homo sapiens	Homo sapiens						Broncheoalveolar lavage	Broncheoalveolar lavage										2022	India
Isolation_Source_SD	Broncheoalveolar lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_048831885.1	SAMEA115373228	Streptococcus pneumoniae	Isolation Source	Broncheoalveolar lavage	Homo sapiens	Homo sapiens						Broncheoalveolar lavage	Broncheoalveolar lavage										2022	India
Isolation_Source_SD	faeces 9.7	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_049096815.1	SAMN41722708	Klebsiella pneumoniae	Isolation Source	faeces 9.7	Sus scrofa	Sus scrofa						faeces 9.7	faeces 9.7										2022	Australia
Isolation_Source_SD	faeces 9.8	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_049096855.1	SAMN41722709	Klebsiella pneumoniae	Isolation Source	faeces 9.8	Sus scrofa	Sus scrofa						faeces 9.8	faeces 9.8										2022	Australia
Isolation_Source_SD	faeces 9.9	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_049096875.1	SAMN41722710	Klebsiella pneumoniae	Isolation Source	faeces 9.9	Sus scrofa	Sus scrofa						faeces 9.9	faeces 9.9										2022	Australia
Isolation_Source_SD	faeces 9.10	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_049096895.1	SAMN41722711	Klebsiella pneumoniae	Isolation Source	faeces 9.10	Sus scrofa	Sus scrofa						faeces 9.10	faeces 9.10										2022	Australia
Isolation_Source_SD	faeces 9.11	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_049096915.1	SAMN41722712	Klebsiella pneumoniae	Isolation Source	faeces 9.11	Sus scrofa	Sus scrofa						faeces 9.11	faeces 9.11										2022	Australia
Isolation_Source_SD	faeces 9.12	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_049096935.1	SAMN41722713	Klebsiella pneumoniae	Isolation Source	faeces 9.12	Sus scrofa	Sus scrofa						faeces 9.12	faeces 9.12										2022	Australia
Isolation_Source_SD	faeces 9.13	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_049096955.1	SAMN41722714	Klebsiella pneumoniae	Isolation Source	faeces 9.13	Sus scrofa	Sus scrofa						faeces 9.13	faeces 9.13										2022	Australia
Isolation_Source_SD	faeces 9.14	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_049096975.1	SAMN41722715	Klebsiella pneumoniae	Isolation Source	faeces 9.14	Sus scrofa	Sus scrofa						faeces 9.14	faeces 9.14										2022	Australia
Isolation_Source_SD	faeces 9.15	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_049096995.1	SAMN41722716	Klebsiella pneumoniae	Isolation Source	faeces 9.15	Sus scrofa	Sus scrofa						faeces 9.15	faeces 9.15										2022	Australia
Isolation_Source_SD	faeces 9.16	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_049097015.1	SAMN41722717	Klebsiella pneumoniae	Isolation Source	faeces 9.16	Sus scrofa	Sus scrofa						faeces 9.16	faeces 9.16										2022	Australia
Isolation_Source_SD	faeces 9.17	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_049097035.1	SAMN41722718	Klebsiella pneumoniae	Isolation Source	faeces 9.17	Sus scrofa	Sus scrofa						faeces 9.17	faeces 9.17										2022	Australia
Isolation_Source_SD	Bronco-Alveolar Lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_049097555.1	SAMN39991505	Klebsiella pneumoniae	Isolation Source	Bronco-Alveolar Lavage	Homo sapiens	Homo sapiens						Bronco-Alveolar Lavage	Bronco-Alveolar Lavage										2022	Italy
Isolation_Source_SD	Cerebrospinal	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_049507255.1	SAMN36970305	Haemophilus influenzae	Isolation Source	Cerebrospinal	Homo sapiens	Homo sapiens		infectious disease	diseased			Cerebrospinal	Cerebrospinal										2018	Australia
Isolation_Source_SD	Bronchoalve. Lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_049806575.1	SAMN47904029	Enterococcus faecalis	Isolation Source	Bronchoalve. Lavage	Canis lupus familiaris	Canis lupus familiaris						Bronchoalve. Lavage	Bronchoalve. Lavage										2021	United States
