raw_value,affected_rows,current_signal_type,current_recommended_action,contributing_raw_examples_if_available,reviewer_decision,proposed_destination_field,proposed_standardized_value,confidence,rationale,rule_file_to_update,rule_to_add,test_to_add,notes
P2_SCL6_d5_A11,1,raw_code_or_artifact,route_to_non_source_descriptor,P2_SCL6_d5_A11 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
P2_SCL6_d5_B08,1,raw_code_or_artifact,route_to_non_source_descriptor,P2_SCL6_d5_B08 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
P2_SCL6_d5_B11,1,raw_code_or_artifact,route_to_non_source_descriptor,P2_SCL6_d5_B11 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
P2_SCL6_d5_C08,1,raw_code_or_artifact,route_to_non_source_descriptor,P2_SCL6_d5_C08 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
P2_SCL6_d5_C09,1,raw_code_or_artifact,route_to_non_source_descriptor,P2_SCL6_d5_C09 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
P2_SCL6_d5_C10,1,raw_code_or_artifact,route_to_non_source_descriptor,P2_SCL6_d5_C10 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
P2_SCL6_d5_C11,1,raw_code_or_artifact,route_to_non_source_descriptor,P2_SCL6_d5_C11 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
P2_SCL6_d5_D09,1,raw_code_or_artifact,route_to_non_source_descriptor,P2_SCL6_d5_D09 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
P2_SCL6_d5_E09,1,raw_code_or_artifact,route_to_non_source_descriptor,P2_SCL6_d5_E09 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
P2_SCL6_d5_F07,1,raw_code_or_artifact,route_to_non_source_descriptor,P2_SCL6_d5_F07 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
P2_SCL6_d5_F10,1,raw_code_or_artifact,route_to_non_source_descriptor,P2_SCL6_d5_F10 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
P2_SCL6_d5_G08,1,raw_code_or_artifact,route_to_non_source_descriptor,P2_SCL6_d5_G08 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
P2_SCL6_d5_G10,1,raw_code_or_artifact,route_to_non_source_descriptor,P2_SCL6_d5_G10 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
P2_SCL6_d5_H08,1,raw_code_or_artifact,route_to_non_source_descriptor,P2_SCL6_d5_H08 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Pat4,1,raw_code_or_artifact,route_to_non_source_descriptor,Pat4 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Pat5,1,raw_code_or_artifact,route_to_non_source_descriptor,Pat5 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Patient1,1,raw_code_or_artifact,route_to_non_source_descriptor,Patient1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
patient10,1,raw_code_or_artifact,route_to_non_source_descriptor,patient10 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
patient12,1,raw_code_or_artifact,route_to_non_source_descriptor,patient12 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
patient13,1,raw_code_or_artifact,route_to_non_source_descriptor,patient13 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
patient14,1,raw_code_or_artifact,route_to_non_source_descriptor,patient14 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
patient15,1,raw_code_or_artifact,route_to_non_source_descriptor,patient15 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
patient16,1,raw_code_or_artifact,route_to_non_source_descriptor,patient16 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
patient17,1,raw_code_or_artifact,route_to_non_source_descriptor,patient17 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Patient2,1,raw_code_or_artifact,route_to_non_source_descriptor,Patient2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
patient3,1,raw_code_or_artifact,route_to_non_source_descriptor,patient3 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
patient4,1,raw_code_or_artifact,route_to_non_source_descriptor,patient4 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
patient5,1,raw_code_or_artifact,route_to_non_source_descriptor,patient5 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
patient6,1,raw_code_or_artifact,route_to_non_source_descriptor,patient6 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
patient7,1,raw_code_or_artifact,route_to_non_source_descriptor,patient7 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
patient8,1,raw_code_or_artifact,route_to_non_source_descriptor,patient8 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Patient9,1,raw_code_or_artifact,route_to_non_source_descriptor,Patient9 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
patient9,1,raw_code_or_artifact,route_to_non_source_descriptor,patient9 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
pericardium_chicken1,1,raw_code_or_artifact,route_to_non_source_descriptor,pericardium_chicken1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
pericardium_chicken3,1,raw_code_or_artifact,route_to_non_source_descriptor,pericardium_chicken3 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
person1,1,raw_code_or_artifact,route_to_non_source_descriptor,person1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
person2,1,raw_code_or_artifact,route_to_non_source_descriptor,person2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
PM2.5,1,raw_code_or_artifact,route_to_non_source_descriptor,PM2.5 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
PO_0009001,1,raw_code_or_artifact,route_to_non_source_descriptor,PO_0009001 (1),ontology_code_manual_review,manual_review / ontology resolution,,high,Ontology identifier requires a committed lookup or manual resolution; it is not a generic placeholder.,,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
PO_0025073,1,raw_code_or_artifact,route_to_non_source_descriptor,PO_0025073 (1),ontology_code_manual_review,manual_review / ontology resolution,,high,Ontology identifier requires a committed lookup or manual resolution; it is not a generic placeholder.,,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
PO_0030114,1,raw_code_or_artifact,route_to_non_source_descriptor,PO_0030114 (1),ontology_code_manual_review,manual_review / ontology resolution,,high,Ontology identifier requires a committed lookup or manual resolution; it is not a generic placeholder.,,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
pol32_OF,1,raw_code_or_artifact,route_to_non_source_descriptor,pol32_OF (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
pork1,1,raw_code_or_artifact,route_to_non_source_descriptor,pork1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
pork2,1,raw_code_or_artifact,route_to_non_source_descriptor,pork2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Product-Raw-Intact-Unknown species,1,metadata_descriptor,route_to_non_source_descriptor,Product-Raw-Intact-Unknown species (1),unresolved_low_priority,manual_review / unresolved,,low,Descriptor-like aggregate is not sufficiently specific for an automatic production rule.,,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_1,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_101,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_101 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_103,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_103 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_105,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_105 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_11,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_11 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_110,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_110 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_112,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_112 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_114,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_114 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_118,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_118 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_120,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_120 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_122,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_122 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_124,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_124 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_126,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_126 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_129,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_129 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_13,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_13 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_131,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_131 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_141,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_141 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_143,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_143 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_15,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_15 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_17,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_17 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_19,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_19 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_21,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_21 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_23,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_23 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_25,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_25 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_27,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_27 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_29,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_29 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_3,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_3 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_31,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_31 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_33,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_33 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_35,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_35 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_37,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_37 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_39,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_39 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_41,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_41 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_43,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_43 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_45,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_45 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_47,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_47 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_49,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_49 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_51,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_51 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_53,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_53 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_55,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_55 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_57,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_57 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_59,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_59 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_61,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_61 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_63,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_63 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_65,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_65 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_67,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_67 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_69,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_69 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_7,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_7 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_71,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_71 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_73,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_73 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_75,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_75 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_77,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_77 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_79,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_79 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_81,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_81 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_83,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_83 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Retail_85,1,raw_code_or_artifact,route_to_non_source_descriptor,Retail_85 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
