assembly_accession	biosample	organism	rule_id	field	value	condition	evidence	detail	Host_SD	Host_TaxID	Host_Context_SD	Host_Health_State_SD	Host_Disease_SD	Isolation_Site_SD	Isolation_Source_SD	Sample_Type_SD
GCA_056530265.1	SAMN27610230	Bacillus sp. PK6-025	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Tetraena simplex	2499693				plant-associated material	plant-associated material	
GCA_022522285.1	SAMN25988468	Citrobacter freundii	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_036924395.2	SAMN39606365	Candidatus Phytoplasma prunorum	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_947085115.1	SAMEA111451382	uncultured Opitutaceae bacterium	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_000785455.1	SAMN03165199	Paenibacillus polymyxa	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Cryptomeria japonica var. sinensis	99810				plant-associated material	plant-associated material	
GCA_050871135.1	SAMN48447286	Cellulomonas iranensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	mixed culture
GCA_053903105.1	SAMN27610251	Kushneria sp. AK178	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Avicennia marina	82927				plant-associated material	plant-associated material	
GCA_001532145.1	SAMN03449613	Burkholderia multivorans	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_014268935.2	SAMN15248326	Pseudomonas peradeniyensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_051950075.1	SAMN41787738	Xanthomonas citri pv. mangiferaeindicae	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Mangifera indica	29780				plant-associated material	plant-associated material	microbial isolate
GCA_021892955.1	SAMN14372644	Lactiplantibacillus plantarum	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_021893015.1	SAMN14372640	Lactiplantibacillus plantarum	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_028447545.1	SAMN30078473	Acinetobacter baumannii	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Urtica dioica	3501				plant-associated material	plant-associated material	
GCA_025654015.1	SAMN25232820	Shewanella sp. SM65	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_029686085.1	SAMN25989231	Enterobacter asburiae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_002150945.1	SAMN05439583	Clavibacter michiganensis subsp. michiganensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Solanum lycopersicum	4081				plant-associated material	plant-associated material	
GCA_000487195.1	SAMN01813418	Salmonella enterica subsp. enterica serovar Gaminara str. ATCC BAA-711	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_017308775.1	SAMN16872604	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_017308885.1	SAMN16872596	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_022519325.1	SAMN25989459	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022521085.1	SAMN25989101	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022522735.1	SAMN25989501	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022531095.1	SAMN25989683	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022533125.1	SAMN25988496	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022536455.1	SAMN25988937	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_056830405.1	SAMN47254571	Xanthomonas citri pv. citri	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_001005095.1	SAMN03470247	Pantoea ananatis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Cenchrus biflorus	1643560				plant-associated material	plant-associated material	culture
GCA_009792925.1	SAMN09427815	Clavibacter michiganensis subsp. michiganensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Solanum lycopersicum	4081				plant-associated material	plant-associated material	
GCA_018950815.1	SAMN13738857	Clostridioides difficile	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_022519175.1	SAMN25988704	Citrobacter freundii	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_056867725.1	SAMN47254585	Xanthomonas citri pv. citri	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Citrus	2706				plant-associated material	plant-associated material	
GCA_001302585.1	SAMN03840758	Kibdelosporangium phytohabitans	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Jatropha curcas	180498				plant-associated material	plant-associated material	cell culture
GCA_009793205.1	SAMN09427551	Clavibacter michiganensis subsp. michiganensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Solanum lycopersicum	4081				plant-associated material	plant-associated material	
GCA_051039995.1	SAMN37308758	Clavibacter michiganensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Solanum lycopersicum	4081				plant-associated material	plant-associated material	cell culture
GCA_003600785.1	SAMN07514323	Bacillus subtilis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Tribulus terrestris	210369				plant-associated material	plant-associated material	
GCA_015018495.1	SAMN14091710	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Aves	8782				plant-associated material	plant-associated material	drain
GCA_023630985.1	SAMN26211615	Caballeronia sp. ATUFL_F1_KS39	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Anasa tristis	236421				plant-associated material	plant-associated material	gut content
GCA_023630825.1	SAMN26211623	Caballeronia sp. AAUFL_F3_KS11A	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Anasa andresii	2714317				plant-associated material	plant-associated material	gut content
GCA_002564655.1	SAMN07598525	Bacillus cereus	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_021894355.1	SAMN14372570	Lactiplantibacillus plantarum	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_021559675.1	SAMN15461261	Lactiplantibacillus plantarum	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_023521475.1	SAMN08362828	Bacillus subtilis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Tribulus terrestris	210369				plant-associated material	plant-associated material	
GCA_012163145.1	SAMN14422480	Falsiroseomonas frigidaquae	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	environmental material	
GCA_018951875.1	SAMN13738873	Clostridioides difficile	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_003860705.1	SAMN10366526	Ralstonia solanacearum	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Musa	4640				plant-associated material	plant-associated material	
GCA_015019215.1	SAMN14091654	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Aves	8782				plant-associated material	plant-associated material	drain
GCA_001410355.1	SAMEA2336288	Salmonella enterica subsp. enterica serovar Weltevreden	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_045161745.1	SAMN24016276	Streptomyces sp. NBC_00727	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_017308855.1	SAMN16872602	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_022521135.1	SAMN25989711	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022528065.1	SAMN25988527	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022528445.1	SAMN25988761	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022530965.1	SAMN25989790	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022531155.1	SAMN25989409	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_012933385.1	SAMN14675830	Paenibacillus lemnae	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Lemna aequinoctialis	89585				plant-associated material	plant-associated material	
GCA_022534495.1	SAMN25988788	Citrobacter freundii	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_053903165.1	SAMN27610202	Bacillus sp. JZ8	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Tetraena simplex	2499693				plant-associated material	plant-associated material	
GCA_053903245.1	SAMN27610210	Bacillus sp. K7	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Dactyloctenium aristatum	1986424				plant-associated material	plant-associated material	
GCA_049887795.1	SAMN18321080	Sphingomonas sp. NFX23	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	cell culture
GCA_010634645.1	SAMN06643048	Bacillus subtilis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Crocus sativus	82528		healthy	healthy/no disease reported	plant-associated material	plant-associated material	
GCA_002565775.1	SAMN07598433	Bacillus cereus	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_041521405.1	SAMN43297086	Pseudomonas chlororaphis subsp. aurantiaca	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Opuntia humifusa	446152				plant-associated material	plant-associated material	
GCA_050312585.1	SAMN41637521	Pseudomonas sp. R19M	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Zea mays	4577				plant-associated material	plant-associated material	
GCA_053903205.1	SAMN27610206	Bacillus sp. JZ34	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Euphorbia granulata	1046465				plant-associated material	plant-associated material	
GCA_056738195.1	SAMN41787764	Xanthomonas citri pv. mangiferaeindicae	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Mangifera indica	29780				plant-associated material	plant-associated material	microbial isolate
GCA_056738305.1	SAMN41787733	Xanthomonas citri pv. mangiferaeindicae	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Mangifera indica	29780				plant-associated material	plant-associated material	microbial isolate
GCA_051040515.1	SAMN37308745	Clavibacter michiganensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Solanum lycopersicum	4081				plant-associated material	plant-associated material	cell culture
GCA_016734905.1	SAMN17222275	Sphingopyxis jiangsuensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_051132065.1	SAMN18220750	Pseudomonas sp. R3-57	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Bassia eriophora	267525				plant-associated material	plant-associated material	
GCA_002566295.1	SAMN07598502	Bacillus thuringiensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	cell culture
GCA_015014495.1	SAMN14091690	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false							plant-associated material	plant-associated material	
GCA_015018435.1	SAMN14091592	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false							plant-associated material	plant-associated material	
GCA_015019115.1	SAMN14091600	Listeria monocytogenes	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false							plant-associated material	plant-associated material	
GCA_020557335.1	SAMN16124465	Enterococcus faecium	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient				
GCA_051131985.1	SAMN18220759	Pseudomonas sp. Z3-6	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_017969065.1	SAMN12730701	Streptomyces scabiei	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Solanum tuberosum	4113				plant-associated material	plant-associated material	
GCA_947085675.1	SAMEA111451289	uncultured Omnitrophica bacterium	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_027594825.1	SAMN23489596	Serratia liquefaciens	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	microbial isolate
GCA_021044565.1	SAMN23075623	Subtercola endophyticus	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Abies koreana	97170				plant-associated material		
GCA_022602755.1	SAMN26199798	Rosenbergiella nectarea	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		diplacus aurantiacus	68869				plant-associated material	plant-associated material	
GCA_028443535.1	SAMN29993107	Acinetobacter baumannii	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_023521615.1	SAMN08362826	Bacillus subtilis PY79	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Tetraena simplex	2499693				plant-associated material	plant-associated material	
GCA_047261205.1	SAMN46310991	Lactiplantibacillus plantarum	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_051783785.1	SAMN49740159	Dickeya oryzae	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Oryza sativa	4530				plant-associated material	plant-associated material	
GCA_009793185.1	SAMN09427889	Clavibacter michiganensis subsp. michiganensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Solanum lycopersicum	4081				plant-associated material	plant-associated material	
GCA_016757295.1	SAMN17379067	Streptomyces sp. M2CJ-2	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_022523445.1	SAMN25989626	Citrobacter farmeri	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_947085015.1	SAMEA111451377	uncultured Nitrospirota bacterium	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_947085405.1	SAMEA111451365	uncultured Ignavibacteriota bacterium	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_036632105.1	SAMN32289025	Paracoccus sp. PXZ	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_019104005.1	SAMN19813351	Pseudomonas viridiflava	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Medicago sativa	3879				plant-associated material	plant-associated material	
GCA_002151045.1	SAMN05439588	Clavibacter michiganensis subsp. michiganensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Solanum lycopersicum	4081				plant-associated material	plant-associated material	
GCA_025653415.1	SAMN25232837	Shewanella sp. SW36	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_002561265.1	SAMN07597455	Bacillus cereus	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	cell culture
GCA_002576795.1	SAMN07598019	Bacillus cereus	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	cell culture
GCA_001692375.1	SAMN04901303	Serratia sp. 14-2641	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Rosa	3764				plant-associated material	plant-associated material	
GCA_002550605.1	SAMN07598634	Bacillus thuringiensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	cell culture
GCA_022529165.1	SAMN25989099	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_024181925.1	SAMN29361899	Vibrio sp. Y20_XG_PY13	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_002568935.1	SAMN07598413	Bacillus mycoides	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	cell culture
GCA_010716595.1	SAMN01938990	Salmonella enterica subsp. enterica serovar Newport	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Solanum lycopersicum	4081				plant-associated material	plant-associated material	
GCA_021892895.1	SAMN14372647	Lactiplantibacillus plantarum	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_026723785.1	SAMN31843394	Antarcticirhabdus aurantiaca	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Avena sativa	4498				plant-associated material	Avena sativa	
GCA_009725205.1	SAMN13338515	Paenibacillus timonensis	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	single cell
GCA_023631325.1	SAMN26211596	Caballeronia sp. INDeC2	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Anasa tristis	236421				plant-associated material	plant-associated material	gut content
GCA_051132215.1	SAMN18220732	Pseudomonas sp. D1-2	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Erodium	21555				plant-associated material	plant-associated material	
GCA_018951475.1	SAMN13738865	Clostridioides difficile	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_025654025.1	SAMN25232819	Shewanella sp. SM55	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_026672695.1	SAMN23489656	Yersinia enterocolitica	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	microbial isolate
GCA_030646165.1	SAMN36726730	Conexibacter sp. CPCC 206217	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_046549395.1	SAMN16788663	Streptomyces sp. 029-5	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	
GCA_022532905.1	SAMN25990018	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_022517905.1	SAMN25988510	Klebsiella pneumoniae	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
GCA_000954015.1	SAMN03329171	Clostridium sp. FS41	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	environmental material	
GCA_002558245.1	SAMN07597399	Bacillus cereus	PH2A-SITE-PLANT-SAMPLE-MATERIAL	Sample_Material_SD	plant material	plant_material_evidence	plant_material_evidence=false		Viridiplantae	33090				plant-associated material	plant-associated material	cell culture
GCA_022531385.1	SAMN25988438	Citrobacter freundii	PH2A-HHS-PATIENT-HUMAN-CONTEXT	Host_Context_SD	human-associated	human_host_evidence	human_host_evidence=false					patient			healthcare-associated environment	hospital wastewater
