normalized_lookup	raw_value	source_column	target_field	standardized_value	broad_value	review_status	confidence	batch_id	issue_type	severity	recommended_action
cold seep	cold seep		Environment_Local_Scale_SD	cold seep		approved	high	preexisting	none	pass	none
anthropogenic terrestrial biome envo 01000219	anthropogenic terrestrial biome [ENVO:01000219]		Environment_Broad_Scale_SD	anthropogenic terrestrial biome		approved	high	preexisting	none	pass	none
mammary gland	mammary gland		Isolation_Site_SD	mammary gland		approved	high	preexisting	none	pass	none
right cubital fossa	Right-Cubital-Fossa		Isolation_Site_SD	cubital fossa		approved	high	preexisting	none	pass	none
abdomen	abdomen		Isolation_Site_SD	abdomen		approved	high	preexisting	none	pass	none
genitourinary tract	genitourinary tract		Isolation_Site_SD	genitourinary tract		approved	high	preexisting	none	pass	none
stem	stem		Isolation_Site_SD	plant stem		approved	high	preexisting	none	pass	none
healthy people	healthy people		Host_Health_State_SD	healthy/no disease reported	host clinical state	approved	high	preexisting	none	pass	none
non hospitalized person	Non-hospitalized person		Host_Health_State_SD	non-hospitalized	healthcare-associated environment	approved	high	preexisting	none	pass	none
host associated strain	Host-associated strain		Sample_Type_SD	metadata descriptor/non-source	metadata descriptor / non-source	approved	high	preexisting	none	pass	none
human sputum	human sputum	Isolation Source	Sample_Type_SD	sputum	clinical/host-associated material	approved	high	preexisting	none	pass	none
human blood sample	Human blood sample	Isolation Source	Sample_Type_SD	blood	clinical/host-associated material	approved	high	preexisting	none	pass	none
human urine	Human urine	Isolation Source	Sample_Type_SD	urine	clinical/host-associated material	approved	high	preexisting	none	pass	none
hospital patients	Hospital patients	Isolation Source	Isolation_Source_SD	healthcare facility	healthcare-associated environment	approved	high	preexisting	none	pass	none
blood from patient with bacteremia	blood from patient with bacteremia	Isolation Source	Sample_Type_SD	blood	clinical/host-associated material	approved	high	preexisting	none	pass	none
hypersaline lake	hypersaline lake	Environment Medium	Environment_Medium_SD	lake water	environmental material	approved	high	preexisting	none	pass	none
rhizosphere	rhizosphere	Environment (Local Scale)	Environment_Medium_SD	soil	environmental material	approved	high	preexisting	none	pass	none
hypersaline lake microbial mat	hypersaline lake | microbial mat	Environment Medium	Environment_Medium_SD	lake water	environmental material	approved	high	preexisting	none	pass	none
marine sediment envo 03000033	Marine sediment [ENVO:03000033]	Environment (Local Scale)	Environment_Medium_SD	sediment	environmental material	approved	high	preexisting	none	pass	none
blood sample from septic human participant	Blood sample from septic human participant	Isolation Source	Sample_Type_SD	blood	clinical/host-associated material	approved	high	preexisting	none	pass	none
human blood culture	human blood culture	Isolation Source	Sample_Type_SD	blood	clinical/host-associated material	approved	high	preexisting	none	pass	none
sputum of adult cystic fibrosis patient	sputum of adult cystic fibrosis patient	Isolation Source	Sample_Type_SD	sputum	clinical/host-associated material	approved	high	preexisting	none	pass	none
biofilm metagenome	biofilm metagenome	Environment (Broad Scale)	Environment_Medium_SD	biofilm	environmental material	approved	high	preexisting	none	pass	none
sputum from cystic fibrosis patient	sputum from cystic fibrosis patient	Isolation Source	Sample_Type_SD	sputum	clinical/host-associated material	approved	high	preexisting	none	pass	none
sputum from cf patient	sputum from CF patient	Isolation Source	Sample_Type_SD	sputum	clinical/host-associated material	approved	high	preexisting	none	pass	none
sputum sample	Sputum sample	Environment (Local Scale)	Sample_Type_SD	sputum	clinical/host-associated material	approved	high	preexisting	none	pass	none
hela229 cell line	HeLa229 cell line		Sample_Type_SD	cell culture	culture	approved	high	batch1	none	pass	none
mrc 5 infected cells	MRC-5 infected cells		Sample_Type_SD	cell culture	culture	approved	high	batch1	none	pass	none
cell lines	cell lines		Sample_Type_SD	cell culture	culture	approved	high	batch1	none	pass	none
mammalian cells	mammalian cells		Sample_Type_SD	cell culture	culture	approved	high	batch1	none	pass	none
surface within hospital	surface within hospital		Isolation_Source_SD	healthcare facility	healthcare-associated environment	approved	high	batch1	none	pass	none
surface within hospital	surface within hospital		Environment_Local_Scale_SD	healthcare facility surface	healthcare-associated environment	approved	high	batch1	none	pass	none
hosptial surface	hosptial surface		Isolation_Source_SD	healthcare facility	healthcare-associated environment	approved	high	batch1	none	pass	none
hosptial surface	hosptial surface		Environment_Local_Scale_SD	healthcare facility surface	healthcare-associated environment	approved	high	batch1	none	pass	none
environmental hospital surface	environmental hospital surface		Isolation_Source_SD	healthcare facility	healthcare-associated environment	approved	high	batch1	none	pass	none
environmental hospital surface	environmental hospital surface		Environment_Local_Scale_SD	healthcare facility surface	healthcare-associated environment	approved	high	batch1	none	pass	none
surface of hospital environment	surface of hospital environment		Isolation_Source_SD	healthcare facility	healthcare-associated environment	approved	high	batch1	none	pass	none
surface of hospital environment	surface of hospital environment		Environment_Local_Scale_SD	healthcare facility surface	healthcare-associated environment	approved	high	batch1	none	pass	none
hospital communal surface	hospital communal surface		Isolation_Source_SD	healthcare facility	healthcare-associated environment	approved	high	batch1	none	pass	none
hospital communal surface	hospital communal surface		Environment_Local_Scale_SD	healthcare facility surface	healthcare-associated environment	approved	high	batch1	none	pass	none
communal hospital surface	communal hospital surface		Isolation_Source_SD	healthcare facility	healthcare-associated environment	approved	high	batch1	none	pass	none
communal hospital surface	communal hospital surface		Environment_Local_Scale_SD	healthcare facility surface	healthcare-associated environment	approved	high	batch1	none	pass	none
patient environment	patient environment		Isolation_Source_SD	healthcare facility	healthcare-associated environment	approved	high	batch1	none	pass	none
patient environment	patient environment		Environment_Local_Scale_SD	healthcare facility surface	healthcare-associated environment	approved	high	batch1	none	pass	none
environmental surface	environmental surface		Environment_Local_Scale_SD	environmental surface	environmental material	approved	high	batch1	none	pass	none
dust	Dust		Environment_Medium_SD	dust	environmental material	approved	high	batch1	none	pass	none
wetland	wetland		Environment_Local_Scale_SD	wetland	environmental material	approved	high	batch1	none	pass	none
venous catheters	venous catheters		Isolation_Site_SD	catheter	clinical/host-associated material	approved	high	batch1	none	pass	none
pathogen env	Pathogen.env		Isolation_Source_SD	environmental sample	environmental material	approved	high	batch1	none	pass	none
environnment	Environnment		Isolation_Source_SD	environmental sample	environmental material	approved	high	batch1	none	pass	none
envirnomental	envirnomental		Isolation_Source_SD	environmental sample	environmental material	approved	high	batch1	none	pass	none
sewage plant	sewage plant		Isolation_Source_SD	wastewater/sewage treatment plant	wastewater/sewage	approved	high	batch1	none	pass	none
patient environment	patient environment		Environment_Medium_SD	healthcare facility	healthcare-associated environment	approved	high	batch1	none	pass	none
surface within hospital	surface within hospital		Environment_Medium_SD	healthcare facility surface	healthcare-associated environment	approved	high	batch1	none	pass	none
hosptial surface	hosptial surface		Environment_Medium_SD	healthcare facility surface	healthcare-associated environment	approved	high	batch1	none	pass	none
environmental hospital surface	environmental hospital surface		Environment_Medium_SD	healthcare facility surface	healthcare-associated environment	approved	high	batch1	none	pass	none
surface of hospital environment	surface of hospital environment		Environment_Medium_SD	healthcare facility surface	healthcare-associated environment	approved	high	batch1	none	pass	none
hospital communal surface	hospital communal surface		Environment_Medium_SD	healthcare facility surface	healthcare-associated environment	approved	high	batch1	none	pass	none
communal hospital surface	communal hospital surface		Environment_Medium_SD	healthcare facility surface	healthcare-associated environment	approved	high	batch1	none	pass	none
clostridim difficile infection	Clostridim difficile infection		Host_Disease_SD	Clostridioides difficile infection	host clinical state	approved	high	preexisting	none	pass	none
c difficle	C. difficle		Host_Disease_SD	Clostridioides difficile infection	host clinical state	approved	high	preexisting	none	pass	none
c difficile infection	C. difficile infection		Host_Disease_SD	Clostridioides difficile infection	host clinical state	approved	high	preexisting	none	pass	none
clostridioides difficile infection	Clostridioides difficile infection		Host_Disease_SD	Clostridioides difficile infection	host clinical state	approved	high	preexisting	none	pass	none
presumptive of c difficile infection	Presumptive of C. difficile infection		Host_Disease_SD	Clostridioides difficile infection	host clinical state	approved	high	preexisting	none	pass	none
buruli ulcer	Buruli ulcer		Host_Disease_SD	Buruli ulcer	host clinical state	approved	high	preexisting	none	pass	none
yersiniosis	Yersiniosis		Host_Disease_SD	yersiniosis	host clinical state	approved	high	preexisting	none	pass	none
tularemia	Tularemia		Host_Disease_SD	tularemia	host clinical state	approved	high	preexisting	none	pass	none
syphilis	syphilis		Host_Disease_SD	syphilis	host clinical state	approved	high	preexisting	none	pass	none
leptospirosis	Leptospirosis		Host_Disease_SD	leptospirosis	host clinical state	approved	high	preexisting	none	pass	none
lyme disease	Lyme disease		Host_Disease_SD	Lyme disease	host clinical state	approved	high	preexisting	none	pass	none
diphtheria	diphtheria		Host_Disease_SD	diphtheria	host clinical state	approved	high	preexisting	none	pass	none
brucellosis	Brucellosis		Host_Disease_SD	brucellosis	host clinical state	approved	high	preexisting	none	pass	none
legionellosis	legionellosis		Host_Disease_SD	legionellosis	host clinical state	approved	high	preexisting	none	pass	none
legionnaires disease	Legionnaires' disease		Host_Disease_SD	legionellosis	host clinical state	approved	high	preexisting	none	pass	none
melioidosis	melioidosis		Host_Disease_SD	melioidosis	host clinical state	approved	high	preexisting	none	pass	none
health care associated infection	Health care-associated infection		Host_Disease_SD	healthcare-associated infection	host clinical state	approved	high	preexisting	none	pass	none
hospital acquired infection	hospital acquired infection		Host_Disease_SD	healthcare-associated infection	host clinical state	approved	high	preexisting	none	pass	none
infection	infection		Host_Disease_SD	infectious disease	host clinical state	approved	high	preexisting	none	pass	none
acute respiratory tract infection	acute respiratory tract infection		Host_Disease_SD	respiratory infection	host clinical state	approved	high	preexisting	none	pass	none
m abscessus lung disease	M. abscessus lung disease		Host_Disease_SD	respiratory disease	host clinical state	approved	high	preexisting	none	pass	none
chronic obstructive pulmonary disease	Chronic obstructive pulmonary disease		Host_Disease_SD	respiratory disease	host clinical state	approved	high	preexisting	none	pass	none
brd	BRD		Host_Disease_SD	respiratory disease	host clinical state	approved	high	preexisting	none	pass	none
bacterial gastritis	bacterial gastritis		Host_Disease_SD	gastritis	host clinical state	approved	high	preexisting	none	pass	none
gastritis	Gastritis		Host_Disease_SD	gastritis	host clinical state	approved	high	preexisting	none	pass	none
type ii diabetes mellitus	type II diabetes mellitus		Host_Disease_SD	diabetes mellitus	host clinical state	approved	high	preexisting	none	pass	none
glaucoma	Glaucoma		Host_Disease_SD	glaucoma	host clinical state	approved	high	preexisting	none	pass	none
scleroderma	scleroderma		Host_Disease_SD	scleroderma	host clinical state	approved	high	preexisting	none	pass	none
traumatic brain injury	Traumatic brain injury		Host_Disease_SD	traumatic brain injury	host clinical state	approved	high	preexisting	none	pass	none
alcohol related disorders	Alcohol-Related Disorders		Host_Disease_SD	alcohol-related disorder	host clinical state	approved	high	preexisting	none	pass	none
secondary infections	Secondary infections		Host_Disease_SD	secondary infection	host clinical state	approved	high	preexisting	none	pass	none
neoplasms	Neoplasms		Host_Disease_SD	neoplasm/cancer	host clinical state	approved	high	preexisting	none	pass	none
breast neoplasms	Breast Neoplasms		Host_Disease_SD	breast neoplasm	host clinical state	approved	high	preexisting	none	pass	none
carcinoma ductal breast	Carcinoma, Ductal, Breast		Host_Disease_SD	breast neoplasm	host clinical state	approved	high	preexisting	none	pass	none
adenocarcinoma	Adenocarcinoma		Host_Disease_SD	adenocarcinoma	host clinical state	approved	high	preexisting	none	pass	none
lymphoma non hodgkin	Lymphoma, Non-Hodgkin		Host_Disease_SD	lymphoma	host clinical state	approved	high	preexisting	none	pass	none
nsclc	NSCLC		Host_Disease_SD	lung neoplasm	host clinical state	approved	high	preexisting	none	pass	none
diseased	diseased		Host_Disease_SD	diseased	host clinical state	approved	high	preexisting	none	pass	none
yes	Yes		Host_Disease_SD	diseased	host clinical state	approved	high	preexisting	none	pass	none
land animals dairy solid semisolid dairy products	Land Animals:Dairy:Solid/semisolid dairy products		Sample_Type_SD	dairy food	food/source material	approved	high	preexisting	none	pass	none
dairy products	Dairy Products		Sample_Type_SD	dairy food	food/source material	approved	high	preexisting	none	pass	none
land animals meat pork	land animals:meat:pork		Sample_Type_SD	meat product	food/source material	approved	high	preexisting	none	pass	none
environmental factory production facility	environmental-factory/production facility		Isolation_Source_SD	environmental sample	environmental material	approved	high	preexisting	none	pass	none
environmental	environmental		Isolation_Source_SD	environmental sample	environmental material	approved	high	preexisting	none	pass	none
wine	Wine		Sample_Type_SD	fermented food/beverage	food/source material	approved	high	preexisting	none	pass	none
screening culture	Screening culture		Sample_Type_SD	screening culture	culture	approved	high	preexisting	none	pass	none
pasta dish	Pasta dish		Sample_Type_SD	ready-to-eat food	food/source material	approved	high	preexisting	none	pass	none
fodder	Fodder		Sample_Type_SD	feed/fodder	food/source material	approved	high	preexisting	none	pass	none
ducks feed	Ducks feed		Sample_Type_SD	feed/fodder	food/source material	approved	high	preexisting	none	pass	none
meju	Meju		Sample_Type_SD	fermented food	food/source material	approved	high	preexisting	none	pass	none
kefir grains	kefir grains		Sample_Type_SD	fermented milk/dairy product	food/source material	approved	high	preexisting	none	pass	none
kefir grain	Kefir grain		Sample_Type_SD	fermented milk/dairy product	food/source material	approved	high	preexisting	none	pass	none
tibetan kefir grain	Tibetan kefir grain		Sample_Type_SD	fermented milk/dairy product	food/source material	approved	high	preexisting	none	pass	none
beer	Beer		Sample_Type_SD	fermented food/beverage	food/source material	approved	high	preexisting	none	pass	none
koumiss	koumiss		Sample_Type_SD	fermented milk/dairy product	food/source material	approved	high	preexisting	none	pass	none
activesludge	activesludge		Environment_Medium_SD	activated sludge	environmental material	approved	high	preexisting	none	pass	none
ocean sediments	ocean sediments		Environment_Medium_SD	marine sediment	environmental material	approved	high	preexisting	none	pass	none
marine sedment	marine sedment		Environment_Medium_SD	marine sediment	environmental material	approved	high	preexisting	none	pass	none
uranium mine tailings	uranium mine tailings		Environment_Medium_SD	mine tailings	environmental material	approved	high	preexisting	none	pass	none
pit mud	pit mud		Environment_Medium_SD	mud/sediment	environmental material	approved	high	preexisting	none	pass	none
the bottom layer of biofilter	the bottom layer of biofilter		Environment_Local_Scale_SD	biofilter	environmental material	approved	high	preexisting	none	pass	none
the middle layer of biofilter	the middle layer of biofilter		Environment_Local_Scale_SD	biofilter	environmental material	approved	high	preexisting	none	pass	none
the top layer of biofilter	the top layer of biofilter		Environment_Local_Scale_SD	biofilter	environmental material	approved	high	preexisting	none	pass	none
wall paintings	wall paintings		Environment_Local_Scale_SD	built environment surface	built environment	approved	high	preexisting	none	pass	none
micro polyethylene	micro-polyethylene		Environment_Medium_SD	microplastic/plastic	environmental material	approved	high	preexisting	none	pass	none
geothermal	geothermal		Environment_Broad_Scale_SD	geothermal environment	geologic/extreme environment	approved	high	preexisting	none	pass	none
hypolith	hypolith		Environment_Local_Scale_SD	hypolithic environment	environmental material	approved	high	preexisting	none	pass	none
cryoconite	Cryoconite		Environment_Medium_SD	cryoconite	environmental material	approved	high	preexisting	none	pass	none
human stool	Human Stool	Isolation Source	Sample_Type_SD	feces/stool	source/sample/environment recovery	approved	high	preexisting	none	pass	none
human blood	Human, Blood	Isolation Source	Sample_Type_SD	blood	source/sample/environment recovery	approved	high	preexisting	none	pass	none
urine	Urine	Environment Medium	Sample_Type_SD	urine	source/sample/environment recovery	approved	high	preexisting	none	pass	none
shallow water sediment	Shallow water sediment	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
soil	soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
seawater	seawater	Environment (Local Scale)	Environment_Medium_SD	seawater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
soil adjacent to human cadaver hip	soil adjacent to human cadaver hip	Isolation Source	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
wastewater	Wastewater	Environment (Local Scale)	Environment_Medium_SD	wastewater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
soil envo 00001998	soil [ENVO:00001998]	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sediment	sediment	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
pig stool	pig stool	Isolation Source	Sample_Type_SD	feces/stool	source/sample/environment recovery	approved	high	preexisting	none	pass	none
biofilm	Biofilm	Sample Type	Environment_Medium_SD	biofilm	source/sample/environment recovery	approved	high	preexisting	none	pass	none
stool sample from asymptomatic human participant	stool (fecal) sample from asymptomatic human participant	Isolation Source	Sample_Type_SD	feces/stool	source/sample/environment recovery	approved	high	preexisting	none	pass	none
hospital	hospital	Environment Medium	Isolation_Source_SD	healthcare facility	source/sample/environment recovery	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
nasal swab	nasal swab	Environment Medium	Sample_Type_SD	nasal swab	source/sample/environment recovery	approved	high	preexisting	none	pass	none
blood	blood	Environment Medium	Sample_Type_SD	blood	source/sample/environment recovery	approved	high	preexisting	none	pass	none
cattle stool	cattle stool	Isolation Source	Sample_Type_SD	feces/stool	source/sample/environment recovery	approved	high	preexisting	none	pass	none
saline sediment environment	saline sediment environment (ENVO:01001050)	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sea water environment	sea water environment	Environment (Local Scale)	Environment_Medium_SD	seawater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
blood envo 02000020	blood [ENVO:02000020]	Environment Medium	Sample_Type_SD	blood	source/sample/environment recovery	approved	high	preexisting	none	pass	none
pig fecal swab	pig fecal swab	Isolation Source	Sample_Type_SD	feces/stool	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sputum	sputum	Environment Medium	Sample_Type_SD	sputum	source/sample/environment recovery	approved	high	preexisting	none	pass	none
rice paddy soil	rice paddy soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
deep nasal swab	Deep nasal swab	Environment (Local Scale)	Sample_Type_SD	nasal swab	source/sample/environment recovery	approved	high	preexisting	none	pass	none
soil nfgnb	Soil NFGNB	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
biofilm envo 00002034	biofilm [ENVO_00002034]	Environment (Local Scale)	Environment_Medium_SD	biofilm	source/sample/environment recovery	approved	high	preexisting	none	pass	none
intertidal sediment	intertidal sediment	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
landfill soil	landfill soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
seawater biome	Seawater biome	Environment (Local Scale)	Environment_Medium_SD	seawater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
chicken stool	chicken stool	Isolation Source	Sample_Type_SD	feces/stool	source/sample/environment recovery	approved	high	preexisting	none	pass	none
human stool samples	human stool samples	Isolation Source	Sample_Type_SD	feces/stool	source/sample/environment recovery	approved	high	preexisting	none	pass	none
near shore sediment	near-shore sediment	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
human blood monocytes	human blood monocytes	Isolation Source	Sample_Type_SD	blood	source/sample/environment recovery	approved	high	preexisting	none	pass	none
poultry soil	poultry soil	Isolation Source	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
forestry envo 01001432 soil envo 00002003	forestry [ENVO:01001432]|soil [ENVO:00002003]	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
marine hydrothermal sediment	marine hydrothermal sediment	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sludge envo 00002044	sludge [ENVO:00002044]	Environment (Local Scale)	Environment_Medium_SD	sludge	source/sample/environment recovery	approved	high	preexisting	none	pass	none
blood	blood	Environment (Local Scale)	Sample_Type_SD	blood	source/sample/environment recovery	approved	high	preexisting	none	pass	none
soil	Soil	Isolation Site	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
patient blood	Patient Blood	Isolation Source	Sample_Type_SD	blood	source/sample/environment recovery	approved	high	preexisting	none	pass	none
surface sediment	surface sediment	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sandy sediment envo 01000118	sandy sediment [ENVO:01000118]	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
stool from hospitalized human	Stool from hospitalized human	Isolation Source	Sample_Type_SD	feces/stool	source/sample/environment recovery	approved	high	preexisting	none	pass	none
surface seawater	Surface seawater	Environment (Local Scale)	Environment_Medium_SD	seawater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sediment water	sediment; water	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
red clay soil	red clay soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
human sputum sample	Human sputum sample	Isolation Source	Sample_Type_SD	sputum	source/sample/environment recovery	approved	high	preexisting	none	pass	none
patient sputum	Patient sputum	Isolation Source	Sample_Type_SD	sputum	source/sample/environment recovery	approved	high	preexisting	none	pass	none
infected human urine	Infected Human Urine	Isolation Source	Sample_Type_SD	urine	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sputum of child cystic fibrosis patient	sputum of child cystic fibrosis patient	Isolation Source	Sample_Type_SD	sputum	source/sample/environment recovery	approved	high	preexisting	none	pass	none
creosote contaminated soil	creosote-contaminated soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
landscaping soil	landscaping soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
blood from critically ill patient	blood from critically ill patient	Isolation Source	Sample_Type_SD	blood	source/sample/environment recovery	approved	high	preexisting	none	pass	none
metagenome assambled genome of coral reef macroalgae biofilm	Metagenome assambled genome of coral reef macroalgae biofilm	Environment (Broad Scale)	Environment_Medium_SD	biofilm	source/sample/environment recovery	approved	high	preexisting	none	pass	none
forest soil	forest soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
hypersaline lagoon sediment	hypersaline lagoon sediment	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
active sludge	Active sludge	Environment (Local Scale)	Environment_Medium_SD	sludge	source/sample/environment recovery	approved	high	preexisting	none	pass	none
mooring chain links surface biofilm	mooring chain links surface biofilm	Environment (Local Scale)	Environment_Medium_SD	biofilm	source/sample/environment recovery	approved	high	preexisting	none	pass	none
patient blood culture samples	patient blood culture samples	Isolation Source	Sample_Type_SD	blood	source/sample/environment recovery	approved	high	preexisting	none	pass	none
urine	Urine	Environment (Broad Scale)	Sample_Type_SD	urine	source/sample/environment recovery	approved	high	preexisting	none	pass	none
soil adjacent to cadaver decomposition	soil adjacent to cadaver decomposition	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
anaerobic sediment envo 00002045	anaerobic sediment [ENVO:00002045]	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
patient s blood	Patient's blood	Isolation Source	Sample_Type_SD	blood	source/sample/environment recovery	approved	high	preexisting	none	pass	none
soil environment envo 01001044	soil environment [ENVO:01001044]	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
saline soil	saline soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
cf sputum	CF sputum	Environment (Local Scale)	Sample_Type_SD	sputum	source/sample/environment recovery	approved	high	preexisting	none	pass	none
bashi channel sediment	Bashi Channel sediment	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
stool specimen from a guillain barre syndrome patient	stool specimen from a Guillain-Barre syndrome patient	Isolation Source	Sample_Type_SD	feces/stool	source/sample/environment recovery	approved	high	preexisting	none	pass	none
pig slaughterhouse wastewater	pig slaughterhouse wastewater	Isolation Source	Environment_Medium_SD	wastewater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
cattle soil	Cattle/Soil	Isolation Source	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
domestic wastewater	Domestic Wastewater	Environment (Local Scale)	Environment_Medium_SD	wastewater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
soil isolate	Soil isolate	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
bottom seawater near chesterfield inlet	bottom seawater near Chesterfield Inlet	Environment (Local Scale)	Environment_Medium_SD	seawater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sputum	sputum	Environment (Local Scale)	Sample_Type_SD	sputum	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sediment envo 00002007	sediment [ENVO:00002007]	Environment (Local Scale)	Environment_Medium_SD	sediment	source/sample/environment recovery	approved	high	preexisting	none	pass	none
surface seawater near chesterfield inlet	surface seawater near Chesterfield Inlet	Environment (Local Scale)	Environment_Medium_SD	seawater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
wastewater treatment plant	wastewater treatment plant	Environment (Local Scale)	Environment_Medium_SD	wastewater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
pooled soil sample collected from floor of sheep farm	Pooled soil sample collected from floor of sheep farm	Isolation Source	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
stool from healthy human	Stool from healthy human	Isolation Source	Sample_Type_SD	feces/stool	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sputum from patient	Sputum from patient	Isolation Source	Sample_Type_SD	sputum	source/sample/environment recovery	approved	high	preexisting	none	pass	none
stool from msm patient	stool from MSM patient	Isolation Source	Sample_Type_SD	feces/stool	source/sample/environment recovery	approved	high	preexisting	none	pass	none
rhizosphere soil	rhizosphere soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
wastewater	wastewater	Sample Type	Environment_Medium_SD	wastewater	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sandy desert soil	Sandy desert soil	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
arid soil plant roots	arid soil, plant roots	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sheep soil	Sheep/Soil	Isolation Source	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
environment associated with a plant part or small plant envo 01001057 rhizosphere environment envo 01000999 soil environment envo 01001044	environment associated with a plant part or small plant [ENVO:01001057]|rhizosphere environment [ENVO:01000999]|soil environment [ENVO:01001044]	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sputum of homo sapiens	Sputum of Homo sapiens	Isolation Source	Sample_Type_SD	sputum	source/sample/environment recovery	approved	high	preexisting	none	pass	none
sputum	sputum	Environment (Broad Scale)	Sample_Type_SD	sputum	source/sample/environment recovery	approved	high	preexisting	none	pass	none
swab nasopharyngeal	SWAB, NASOPHARYNGEAL	Environment Medium	Sample_Type_SD	nasopharyngeal swab	source/sample/environment recovery	approved	high	preexisting	none	pass	none
biofilm	Biofilm	Environment (Local Scale)	Environment_Medium_SD	biofilm	source/sample/environment recovery	approved	high	preexisting	none	pass	none
surface soil 5 20 cm	surface soil 5-20 cm	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
biological soil crust	biological soil crust	Environment (Local Scale)	Environment_Medium_SD	soil	source/sample/environment recovery	approved	high	preexisting	none	pass	none
